date,team,opponent,competition,home_away
2018-01-20T15:00Z,Crystal Palace,Arsenal,Premier League,away
2018-01-20T15:00Z,Everton,West Brom,Premier League,home
2018-01-20T15:00Z,Manchester Utd,Burnley,Premier League,away
2018-01-20T15:00Z,West Ham,Bournemouth,Premier League,home
2018-01-20T17:30Z,Manchester City,Newcastle,Premier League,home
2018-01-20T17:30Z,Newcastle,Manchester City,Premier League,away
2018-01-21T16:00Z,Tottenham,Southampton,Premier League,away
2018-01-22T20:00Z,Liverpool,Swansea,Premier League,away
2018-01-23T19:45Z,Manchester City,Bristol City,League Cup,away
2018-01-24T20:00Z,Arsenal,Chelsea,League Cup,home
2018-01-24T20:00Z,Chelsea,Arsenal,League Cup,away
2018-01-26T19:55Z,Manchester Utd,Yeovil Town,FA Cup,away
2018-01-27T15:00Z,Brighton,Middlesbrough,FA Cup,away
2018-01-27T15:00Z,Nottingham,Hull,FA Cup,away
2018-01-27T15:00Z,West Ham,Wigan Athletic,FA Cup,away
2018-01-27T17:30Z,Tottenham,Newport County,FA Cup,away
2018-01-27T19:45Z,Liverpool,West Brom,FA Cup,home
2018-01-28T13:30Z,Chelsea,Newcastle,FA Cup,home
2018-01-28T13:30Z,Newcastle,Chelsea,FA Cup,away
2018-01-28T16:00Z,Manchester City,Cardiff,FA Cup,away
2018-01-30T19:45Z,Arsenal,Swansea,Premier League,away
2018-01-30T19:45Z,Crystal Palace,West Ham,Premier League,away
2018-01-30T19:45Z,West Ham,Crystal Palace,Premier League,home
2018-01-30T20:00Z,Liverpool,Huddersfield,Premier League,away
2018-01-31T19:45Z,Bournemouth,Chelsea,Premier League,away
2018-01-31T19:45Z,Brighton,Southampton,Premier League,away
2018-01-31T19:45Z,Burnley,Newcastle,Premier League,away
2018-01-31T19:45Z,Chelsea,Bournemouth,Premier League,home
2018-01-31T19:45Z,Everton,Leicester,Premier League,home
2018-01-31T19:45Z,Newcastle,Burnley,Premier League,home
2018-01-31T20:00Z,Manchester City,West Brom,Premier League,home
2018-01-31T20:00Z,Manchester Utd,Tottenham,Premier League,away
2018-01-31T20:00Z,Tottenham,Manchester Utd,Premier League,home
2018-02-03T12:30Z,Burnley,Manchester City,Premier League,home
2018-02-03T12:30Z,Manchester City,Burnley,Premier League,away
2018-02-03T15:00Z,Bournemouth,Stoke,Premier League,home
2018-02-03T15:00Z,Brighton,West Ham,Premier League,home
2018-02-03T15:00Z,Manchester Utd,Huddersfield,Premier League,home
2018-02-03T15:00Z,West Ham,Brighton,Premier League,away
2018-02-03T17:30Z,Arsenal,Everton,Premier League,home
2018-02-03T17:30Z,Everton,Arsenal,Premier League,away
2018-02-04T14:15Z,Crystal Palace,Newcastle,Premier League,home
2018-02-04T14:15Z,Newcastle,Crystal Palace,Premier League,away
2018-02-04T16:30Z,Liverpool,Tottenham,Premier League,home
2018-02-04T16:30Z,Tottenham,Liverpool,Premier League,away
2018-02-05T20:00Z,Chelsea,Watford,Premier League,away
2018-02-07T19:45Z,Tottenham,Newport County,FA Cup,home
2018-02-10T12:30Z,Arsenal,Tottenham,Premier League,away
2018-02-10T12:30Z,Tottenham,Arsenal,Premier League,home
2018-02-10T15:00Z,Brighton,Stoke,Premier League,away
2018-02-10T15:00Z,Burnley,Swansea,Premier League,away
2018-02-10T15:00Z,Crystal Palace,Everton,Premier League,away
2018-02-10T15:00Z,Everton,Crystal Palace,Premier League,home
2018-02-10T15:00Z,West Ham,Watford,Premier League,home
2018-02-10T17:30Z,Manchester City,Leicester,Premier League,home
2018-02-11T12:00Z,Bournemouth,Huddersfield,Premier League,away
2018-02-11T14:15Z,Manchester Utd,Newcastle,Premier League,away
2018-02-11T14:15Z,Newcastle,Manchester Utd,Premier League,home
2018-02-11T16:30Z,Liverpool,Southampton,Premier League,away
2018-02-12T20:00Z,Chelsea,West Brom,Premier League,home
2018-02-13T19:45Z,Manchester City,FC Basel,Champions League,away
2018-02-13T19:45Z,Tottenham,Juventus,Champions League,away
2018-02-14T19:45Z,Liverpool,FC Porto,Champions League,away
2018-02-15T18:00Z,Arsenal,Östersunds FK,Europa League,away
2018-02-16T20:00Z,Chelsea,Hull,FA Cup,home
2018-02-17T15:15Z,Brighton,Coventry City,FA Cup,home
2018-02-17T17:30Z,Manchester Utd,Huddersfield,FA Cup,away
2018-02-18T16:00Z,Tottenham,Rochdale,FA Cup,away
2018-02-19T19:55Z,Manchester City,Wigan Athletic,FA Cup,away
2018-02-20T19:45Z,Chelsea,Barcelona,Champions League,home
2018-02-21T19:45Z,Manchester Utd,Sevilla,Champions League,away
2018-02-22T20:05Z,Arsenal,Östersunds FK,Europa League,home
2018-02-24T15:00Z,Bournemouth,Newcastle,Premier League,home
2018-02-24T15:00Z,Brighton,Swansea,Premier League,home
2018-02-24T15:00Z,Burnley,Southampton,Premier League,home
2018-02-24T15:00Z,Liverpool,West Ham,Premier League,home
2018-02-24T15:00Z,Newcastle,Bournemouth,Premier League,away
2018-02-24T15:00Z,West Ham,Liverpool,Premier League,away
2018-02-24T17:30Z,Everton,Watford,Premier League,away
2018-02-25T12:00Z,Crystal Palace,Tottenham,Premier League,home
2018-02-25T12:00Z,Tottenham,Crystal Palace,Premier League,away
2018-02-25T14:05Z,Chelsea,Manchester Utd,Premier League,away
2018-02-25T14:05Z,Manchester Utd,Chelsea,Premier League,home
2018-02-25T16:30Z,Arsenal,Manchester City,League Cup,home
2018-02-25T16:30Z,Manchester City,Arsenal,League Cup,away
2018-02-28T19:45Z,Tottenham,Rochdale,FA Cup,home
2018-03-01T19:45Z,Arsenal,Manchester City,Premier League,home
2018-03-01T19:45Z,Manchester City,Arsenal,Premier League,away
2018-03-03T12:30Z,Burnley,Everton,Premier League,home
2018-03-03T12:30Z,Everton,Burnley,Premier League,away
2018-03-03T15:00Z,Bournemouth,Leicester,Premier League,away
2018-03-03T15:00Z,Tottenham,Huddersfield,Premier League,home
2018-03-03T15:00Z,West Ham,Swansea,Premier League,away
2018-03-03T17:30Z,Liverpool,Newcastle,Premier League,home
2018-03-03T17:30Z,Newcastle,Liverpool,Premier League,away
2018-03-04T13:30Z,Arsenal,Brighton,Premier League,away
2018-03-04T13:30Z,Brighton,Arsenal,Premier League,home
2018-03-04T16:00Z,Chelsea,Manchester City,Premier League,away
2018-03-04T16:00Z,Manchester City,Chelsea,Premier League,home
2018-03-05T20:00Z,Crystal Palace,Manchester Utd,Premier League,home
2018-03-05T20:00Z,Manchester Utd,Crystal Palace,Premier League,away
2018-03-06T19:45Z,Liverpool,FC Porto,Champions League,home
2018-03-07T19:45Z,Manchester City,FC Basel,Champions League,home
2018-03-07T19:45Z,Tottenham,Juventus,Champions League,home
2018-03-08T18:00Z,Arsenal,AC Milan,Europa League,away
2018-03-10T12:30Z,Liverpool,Manchester Utd,Premier League,away
2018-03-10T12:30Z,Manchester Utd,Liverpool,Premier League,home
2018-03-10T15:00Z,Brighton,Everton,Premier League,away
2018-03-10T15:00Z,Burnley,West Ham,Premier League,away
2018-03-10T15:00Z,Everton,Brighton,Premier League,home
2018-03-10T15:00Z,Newcastle,Southampton,Premier League,home
2018-03-10T15:00Z,West Ham,Burnley,Premier League,home
2018-03-10T17:30Z,Chelsea,Crystal Palace,Premier League,home
2018-03-10T17:30Z,Crystal Palace,Chelsea,Premier League,away
2018-03-11T13:30Z,Arsenal,Watford,Premier League,home
2018-03-11T16:00Z,Bournemouth,Tottenham,Premier League,home
2018-03-11T16:00Z,Tottenham,Bournemouth,Premier League,away
2018-03-12T20:00Z,Manchester City,Stoke,Premier League,away
2018-03-13T19:45Z,Manchester Utd,Sevilla,Champions League,home
2018-03-14T19:45Z,Chelsea,Barcelona,Champions League,away
2018-03-15T20:05Z,Arsenal,AC Milan,Europa League,home
2018-03-17T12:15Z,Tottenham,Swansea,FA Cup,away
2018-03-17T15:00Z,Bournemouth,West Brom,Premier League,home
2018-03-17T15:00Z,Crystal Palace,Huddersfield,Premier League,away
2018-03-17T15:00Z,Everton,Stoke,Premier League,away
2018-03-17T17:30Z,Liverpool,Watford,Premier League,home
2018-03-17T19:45Z,Brighton,Manchester Utd,FA Cup,away
2018-03-17T19:45Z,Manchester Utd,Brighton,FA Cup,home
2018-03-18T16:30Z,Chelsea,Leicester,FA Cup,away
2018-03-31T11:30Z,Crystal Palace,Liverpool,Premier League,home
2018-03-31T11:30Z,Liverpool,Crystal Palace,Premier League,away
2018-03-31T14:00Z,Bournemouth,Watford,Premier League,away
2018-03-31T14:00Z,Brighton,Leicester,Premier League,home
2018-03-31T14:00Z,Burnley,West Brom,Premier League,away
2018-03-31T14:00Z,Manchester Utd,Swansea,Premier League,home
2018-03-31T14:00Z,Newcastle,Huddersfield,Premier League,home
2018-03-31T14:00Z,West Ham,Southampton,Premier League,home
2018-03-31T16:30Z,Everton,Manchester City,Premier League,home
2018-03-31T16:30Z,Manchester City,Everton,Premier League,away
2018-04-01T12:30Z,Arsenal,Stoke,Premier League,home
2018-04-01T15:00Z,Chelsea,Tottenham,Premier League,home
2018-04-01T15:00Z,Tottenham,Chelsea,Premier League,away
2018-04-04T18:45Z,Liverpool,Manchester City,Champions League,home
2018-04-04T18:45Z,Manchester City,Liverpool,Champions League,away
2018-04-05T19:05Z,Arsenal,CSKA Moscow,Europa League,home
2018-04-07T11:30Z,Everton,Liverpool,Premier League,home
2018-04-07T11:30Z,Liverpool,Everton,Premier League,away
2018-04-07T14:00Z,Bournemouth,Crystal Palace,Premier League,home
2018-04-07T14:00Z,Brighton,Huddersfield,Premier League,home
2018-04-07T14:00Z,Burnley,Watford,Premier League,away
2018-04-07T14:00Z,Crystal Palace,Bournemouth,Premier League,away
2018-04-07T14:00Z,Newcastle,Leicester,Premier League,away
2018-04-07T14:00Z,Tottenham,Stoke,Premier League,away
2018-04-07T16:30Z,Manchester City,Manchester Utd,Premier League,home
2018-04-07T16:30Z,Manchester Utd,Manchester City,Premier League,away
2018-04-08T13:15Z,Arsenal,Southampton,Premier League,home
2018-04-08T15:30Z,Chelsea,West Ham,Premier League,home
2018-04-08T15:30Z,West Ham,Chelsea,Premier League,away
2018-04-10T18:45Z,Liverpool,Manchester City,Champions League,away
2018-04-10T18:45Z,Manchester City,Liverpool,Champions League,home
2018-04-12T19:05Z,Arsenal,CSKA Moscow,Europa League,away
2018-04-14T11:30Z,Chelsea,Southampton,Premier League,away
2018-04-14T14:00Z,Brighton,Crystal Palace,Premier League,away
2018-04-14T14:00Z,Burnley,Leicester,Premier League,home
2018-04-14T14:00Z,Crystal Palace,Brighton,Premier League,home
2018-04-14T14:00Z,Everton,Swansea,Premier League,away
2018-04-14T16:30Z,Bournemouth,Liverpool,Premier League,away
2018-04-14T16:30Z,Liverpool,Bournemouth,Premier League,home
2018-04-14T18:45Z,Manchester City,Tottenham,Premier League,away
2018-04-14T18:45Z,Tottenham,Manchester City,Premier League,home
2018-04-15T12:30Z,Arsenal,Newcastle,Premier League,away
2018-04-15T12:30Z,Newcastle,Arsenal,Premier League,home
2018-04-15T15:00Z,Manchester Utd,West Brom,Premier League,home
2018-04-16T19:00Z,West Ham,Stoke,Premier League,home
2018-04-17T18:45Z,Brighton,Tottenham,Premier League,home
2018-04-17T18:45Z,Tottenham,Brighton,Premier League,away
2018-04-18T18:45Z,Bournemouth,Manchester Utd,Premier League,home
2018-04-18T18:45Z,Manchester Utd,Bournemouth,Premier League,away
2018-04-19T18:45Z,Burnley,Chelsea,Premier League,home
2018-04-19T18:45Z,Chelsea,Burnley,Premier League,away
2018-04-21T11:30Z,Liverpool,West Brom,Premier League,away
2018-04-21T14:00Z,Crystal Palace,Watford,Premier League,away
2018-04-21T16:15Z,Manchester Utd,Tottenham,FA Cup,home
2018-04-21T16:15Z,Tottenham,Manchester Utd,FA Cup,away
2018-04-22T12:30Z,Arsenal,West Ham,Premier League,home
2018-04-22T12:30Z,Burnley,Stoke,Premier League,away
2018-04-22T12:30Z,West Ham,Arsenal,Premier League,away
2018-04-22T14:00Z,Chelsea,Southampton,FA Cup,home
2018-04-22T15:30Z,Manchester City,Swansea,Premier League,home
2018-04-23T19:00Z,Everton,Newcastle,Premier League,home
2018-04-23T19:00Z,Newcastle,Everton,Premier League,away
2018-04-24T18:45Z,Liverpool,AS Roma,Champions League,home
2018-04-26T19:05Z,Arsenal,Atlético Madrid,Europa League,home
2018-04-28T11:30Z,Liverpool,Stoke,Premier League,home
2018-04-28T14:00Z,Bournemouth,Southampton,Premier League,away
2018-04-28T14:00Z,Brighton,Burnley,Premier League,away
2018-04-28T14:00Z,Burnley,Brighton,Premier League,home
2018-04-28T14:00Z,Crystal Palace,Leicester,Premier League,home
2018-04-28T14:00Z,Everton,Huddersfield,Premier League,away
2018-04-28T14:00Z,Newcastle,West Brom,Premier League,home
2018-04-28T16:30Z,Chelsea,Swansea,Premier League,away
2018-04-29T13:15Z,Manchester City,West Ham,Premier League,away
2018-04-29T13:15Z,West Ham,Manchester City,Premier League,home
2018-04-29T15:30Z,Arsenal,Manchester Utd,Premier League,away
2018-04-29T15:30Z,Manchester Utd,Arsenal,Premier League,home
2018-04-30T19:00Z,Tottenham,Watford,Premier League,home
2018-05-02T18:45Z,Liverpool,AS Roma,Champions League,away
2018-05-03T19:05Z,Arsenal,Atlético Madrid,Europa League,away
2018-05-04T19:00Z,Brighton,Manchester Utd,Premier League,home
2018-05-04T19:00Z,Manchester Utd,Brighton,Premier League,away
2018-05-05T11:30Z,Crystal Palace,Stoke,Premier League,away
2018-05-05T14:00Z,Bournemouth,Swansea,Premier League,home
2018-05-05T14:00Z,Newcastle,Watford,Premier League,away
2018-05-05T14:00Z,Tottenham,West Brom,Premier League,away
2018-05-05T14:00Z,West Ham,Leicester,Premier League,away
2018-05-05T16:30Z,Everton,Southampton,Premier League,home
2018-05-06T12:30Z,Manchester City,Huddersfield,Premier League,home
2018-05-06T15:30Z,Arsenal,Burnley,Premier League,home
2018-05-06T15:30Z,Burnley,Arsenal,Premier League,away
2018-05-06T15:30Z,Chelsea,Liverpool,Premier League,home
2018-05-06T15:30Z,Liverpool,Chelsea,Premier League,away
2018-05-09T18:45Z,Arsenal,Leicester,Premier League,away
2018-05-09T18:45Z,Chelsea,Huddersfield,Premier League,home
2018-05-09T19:00Z,Brighton,Manchester City,Premier League,away
2018-05-09T19:00Z,Manchester City,Brighton,Premier League,home
2018-05-09T19:00Z,Newcastle,Tottenham,Premier League,away
2018-05-09T19:00Z,Tottenham,Newcastle,Premier League,home
2018-05-10T18:45Z,Manchester Utd,West Ham,Premier League,away
2018-05-10T18:45Z,West Ham,Manchester Utd,Premier League,home
2018-05-13T14:00Z,Bournemouth,Burnley,Premier League,away
2018-05-13T14:00Z,Arsenal,Huddersfield,Premier League,away
2018-05-13T14:00Z,Brighton,Liverpool,Premier League,away
2018-05-13T14:00Z,Burnley,Bournemouth,Premier League,home
2018-05-13T14:00Z,Chelsea,Newcastle,Premier League,away
2018-05-13T14:00Z,Crystal Palace,West Brom,Premier League,home
2018-05-13T14:00Z,Everton,West Ham,Premier League,away
2018-05-13T14:00Z,Liverpool,Brighton,Premier League,home
2018-05-13T14:00Z,Manchester City,Southampton,Premier League,away
2018-05-13T14:00Z,Manchester Utd,Watford,Premier League,home
2018-05-13T14:00Z,Newcastle,Chelsea,Premier League,home
2018-05-13T14:00Z,Tottenham,Leicester,Premier League,home
2018-05-13T14:00Z,West Ham,Everton,Premier League,home
2018-05-19T16:15Z,Chelsea,Manchester Utd,FA Cup,home
2018-05-19T16:15Z,Manchester Utd,Chelsea,FA Cup,away
2018-05-26T18:45Z,Liverpool,Real Madrid,Champions League,away
