date,team,opponent,competition,home_away
2017-10-14T11:30Z,Manchester Utd,Liverpool,Premier League,away
2017-10-14T14:00Z,Bournemouth,Tottenham,Premier League,away
2017-10-14T14:00Z,Burnley,West Ham,Premier League,home
2017-10-14T14:00Z,Chelsea,Crystal Palace,Premier League,away
2017-10-14T14:00Z,Crystal Palace,Chelsea,Premier League,home
2017-10-14T14:00Z,Manchester City,Stoke,Premier League,home
2017-10-14T14:00Z,Tottenham,Bournemouth,Premier League,home
2017-10-14T14:00Z,West Ham,Burnley,Premier League,away
2017-10-14T16:30Z,Arsenal,Watford,Premier League,away
2017-10-15T12:30Z,Brighton,Everton,Premier League,home
2017-10-15T12:30Z,Everton,Brighton,Premier League,away
2017-10-15T15:00Z,Newcastle,Southampton,Premier League,away
2017-10-17T18:45Z,Liverpool,NK Maribor,Champions League,away
2017-10-17T18:45Z,Manchester City,Napoli,Champions League,home
2017-10-17T18:45Z,Tottenham,Real Madrid,Champions League,away
2017-10-18T18:45Z,Chelsea,AS Roma,Champions League,home
2017-10-18T18:45Z,Manchester Utd,Benfica,Champions League,away
2017-10-19T17:00Z,Arsenal,Red Star Belgrade,Europa League,away
2017-10-19T19:05Z,Everton,Lyon,Europa League,home
2017-10-20T19:00Z,Brighton,West Ham,Premier League,away
2017-10-20T19:00Z,West Ham,Brighton,Premier League,home
2017-10-21T11:30Z,Chelsea,Watford,Premier League,home
2017-10-21T14:00Z,Bournemouth,Stoke,Premier League,away
2017-10-21T14:00Z,Burnley,Manchester City,Premier League,away
2017-10-21T14:00Z,Crystal Palace,Newcastle,Premier League,away
2017-10-21T14:00Z,Manchester City,Burnley,Premier League,home
2017-10-21T14:00Z,Manchester Utd,Huddersfield,Premier League,away
2017-10-21T14:00Z,Newcastle,Crystal Palace,Premier League,home
2017-10-22T12:30Z,Arsenal,Everton,Premier League,away
2017-10-22T12:30Z,Everton,Arsenal,Premier League,home
2017-10-22T15:00Z,Liverpool,Tottenham,Premier League,away
2017-10-22T15:00Z,Tottenham,Liverpool,Premier League,home
2017-10-24T18:45Z,Bournemouth,Middlesbrough,League Cup,home
2017-10-24T18:45Z,Arsenal,Norwich,League Cup,home
2017-10-24T18:45Z,Crystal Palace,Bristol City,League Cup,away
2017-10-24T18:45Z,Leeds,Leicester,League Cup,away
2017-10-24T18:45Z,Manchester Utd,Swansea,League Cup,away
2017-10-24T19:00Z,Manchester City,Wolves,League Cup,home
2017-10-24T19:00Z,Wolves,Manchester City,League Cup,away
2017-10-25T18:45Z,Chelsea,Everton,League Cup,home
2017-10-25T18:45Z,Everton,Chelsea,League Cup,away
2017-10-25T19:00Z,Tottenham,West Ham,League Cup,home
2017-10-25T19:00Z,West Ham,Tottenham,League Cup,away
2017-10-28T11:30Z,Manchester Utd,Tottenham,Premier League,home
2017-10-28T11:30Z,Tottenham,Manchester Utd,Premier League,away
2017-10-28T14:00Z,Arsenal,Swansea,Premier League,home
2017-10-28T14:00Z,Crystal Palace,West Ham,Premier League,home
2017-10-28T14:00Z,Liverpool,Huddersfield,Premier League,home
2017-10-28T14:00Z,Manchester City,West Brom,Premier League,away
2017-10-28T14:00Z,West Ham,Crystal Palace,Premier League,away
2017-10-28T16:30Z,Bournemouth,Chelsea,Premier League,home
2017-10-28T16:30Z,Chelsea,Bournemouth,Premier League,away
2017-10-29T13:30Z,Brighton,Southampton,Premier League,home
2017-10-29T16:00Z,Everton,Leicester,Premier League,away
2017-10-30T20:00Z,Burnley,Newcastle,Premier League,home
2017-10-30T20:00Z,Newcastle,Burnley,Premier League,away
2017-10-31T19:45Z,Chelsea,AS Roma,Champions League,away
2017-10-31T19:45Z,Manchester Utd,Benfica,Champions League,home
2017-11-01T19:45Z,Liverpool,NK Maribor,Champions League,home
2017-11-01T19:45Z,Manchester City,Napoli,Champions League,away
2017-11-01T19:45Z,Tottenham,Real Madrid,Champions League,home
2017-11-02T18:00Z,Everton,Lyon,Europa League,away
2017-11-02T20:05Z,Arsenal,Red Star Belgrade,Europa League,home
2017-11-04T15:00Z,Bournemouth,Newcastle,Premier League,away
2017-11-04T15:00Z,Brighton,Swansea,Premier League,away
2017-11-04T15:00Z,Burnley,Southampton,Premier League,away
2017-11-04T15:00Z,Newcastle,Bournemouth,Premier League,home
2017-11-04T17:30Z,Liverpool,West Ham,Premier League,away
2017-11-04T17:30Z,West Ham,Liverpool,Premier League,home
2017-11-05T12:00Z,Crystal Palace,Tottenham,Premier League,away
2017-11-05T12:00Z,Tottenham,Crystal Palace,Premier League,home
2017-11-05T14:15Z,Arsenal,Manchester City,Premier League,away
2017-11-05T14:15Z,Manchester City,Arsenal,Premier League,home
2017-11-05T16:30Z,Chelsea,Manchester Utd,Premier League,home
2017-11-05T16:30Z,Everton,Watford,Premier League,home
2017-11-05T16:30Z,Manchester Utd,Chelsea,Premier League,away
2017-11-18T12:30Z,Arsenal,Tottenham,Premier League,home
2017-11-18T12:30Z,Tottenham,Arsenal,Premier League,away
2017-11-18T15:00Z,Bournemouth,Huddersfield,Premier League,home
2017-11-18T15:00Z,Burnley,Swansea,Premier League,home
2017-11-18T15:00Z,Chelsea,West Brom,Premier League,away
2017-11-18T15:00Z,Crystal Palace,Everton,Premier League,home
2017-11-18T15:00Z,Everton,Crystal Palace,Premier League,away
2017-11-18T15:00Z,Liverpool,Southampton,Premier League,home
2017-11-18T15:00Z,Manchester City,Leicester,Premier League,away
2017-11-18T17:30Z,Manchester Utd,Newcastle,Premier League,home
2017-11-18T17:30Z,Newcastle,Manchester Utd,Premier League,away
2017-11-19T16:00Z,West Ham,Watford,Premier League,away
2017-11-20T20:00Z,Brighton,Stoke,Premier League,home
2017-11-21T19:45Z,Liverpool,Sevilla,Champions League,away
2017-11-21T19:45Z,Manchester City,Feyenoord Rotterdam,Champions League,home
2017-11-21T19:45Z,Tottenham,Borussia Dortmund,Champions League,away
2017-11-22T17:00Z,Chelsea,FK Qarabag,Champions League,away
2017-11-22T19:45Z,Manchester Utd,FC Basel,Champions League,away
2017-11-23T18:00Z,Arsenal,FC Cologne,Europa League,away
2017-11-23T20:05Z,Everton,Atalanta,Europa League,home
2017-11-24T20:00Z,West Ham,Leicester,Premier League,home
2017-11-25T15:00Z,Bournemouth,Swansea,Premier League,away
2017-11-25T15:00Z,Brighton,Manchester Utd,Premier League,away
2017-11-25T15:00Z,Crystal Palace,Stoke,Premier League,home
2017-11-25T15:00Z,Manchester Utd,Brighton,Premier League,home
2017-11-25T15:00Z,Newcastle,Watford,Premier League,home
2017-11-25T15:00Z,Tottenham,West Brom,Premier League,home
2017-11-25T17:30Z,Chelsea,Liverpool,Premier League,away
2017-11-25T17:30Z,Liverpool,Chelsea,Premier League,home
2017-11-26T13:30Z,Everton,Southampton,Premier League,away
2017-11-26T14:00Z,Arsenal,Burnley,Premier League,away
2017-11-26T14:00Z,Burnley,Arsenal,Premier League,home
2017-11-26T16:00Z,Manchester City,Huddersfield,Premier League,away
2017-11-28T19:45Z,Brighton,Crystal Palace,Premier League,home
2017-11-28T19:45Z,Crystal Palace,Brighton,Premier League,away
2017-11-28T19:45Z,Tottenham,Leicester,Premier League,away
2017-11-28T20:00Z,Manchester Utd,Watford,Premier League,away
2017-11-28T20:00Z,Newcastle,West Brom,Premier League,away
2017-11-29T19:45Z,Bournemouth,Burnley,Premier League,home
2017-11-29T19:45Z,Arsenal,Huddersfield,Premier League,home
2017-11-29T19:45Z,Burnley,Bournemouth,Premier League,away
2017-11-29T19:45Z,Chelsea,Swansea,Premier League,home
2017-11-29T20:00Z,Everton,West Ham,Premier League,home
2017-11-29T20:00Z,Liverpool,Stoke,Premier League,away
2017-11-29T20:00Z,Manchester City,Southampton,Premier League,home
2017-11-29T20:00Z,West Ham,Everton,Premier League,away
2017-12-02T12:30Z,Chelsea,Newcastle,Premier League,home
2017-12-02T12:30Z,Newcastle,Chelsea,Premier League,away
2017-12-02T15:00Z,Brighton,Liverpool,Premier League,home
2017-12-02T15:00Z,Burnley,Leicester,Premier League,away
2017-12-02T15:00Z,Crystal Palace,West Brom,Premier League,away
2017-12-02T15:00Z,Everton,Huddersfield,Premier League,home
2017-12-02T15:00Z,Liverpool,Brighton,Premier League,away
2017-12-02T15:00Z,Tottenham,Watford,Premier League,away
2017-12-02T17:30Z,Arsenal,Manchester Utd,Premier League,home
2017-12-02T17:30Z,Manchester Utd,Arsenal,Premier League,away
2017-12-03T13:30Z,Bournemouth,Southampton,Premier League,home
2017-12-03T16:00Z,Manchester City,West Ham,Premier League,home
2017-12-03T16:00Z,West Ham,Manchester City,Premier League,away
2017-12-05T19:45Z,Chelsea,Atlético Madrid,Champions League,home
2017-12-05T19:45Z,Manchester Utd,CSKA Moscow,Champions League,home
2017-12-06T19:45Z,Liverpool,Spartak Moscow,Champions League,home
2017-12-06T19:45Z,Manchester City,Shakhtar Donetsk,Champions League,away
2017-12-06T19:45Z,Tottenham,Apoel Nicosia,Champions League,home
2017-12-07T18:00Z,Everton,Apollon Limassol,Europa League,away
2017-12-07T20:05Z,Arsenal,BATE Borisov,Europa League,home
2017-12-09T12:30Z,Chelsea,West Ham,Premier League,away
2017-12-09T12:30Z,West Ham,Chelsea,Premier League,home
2017-12-09T15:00Z,Bournemouth,Crystal Palace,Premier League,away
2017-12-09T15:00Z,Brighton,Huddersfield,Premier League,away
2017-12-09T15:00Z,Burnley,Watford,Premier League,home
2017-12-09T15:00Z,Crystal Palace,Bournemouth,Premier League,home
2017-12-09T15:00Z,Tottenham,Stoke,Premier League,home
2017-12-09T17:30Z,Newcastle,Leicester,Premier League,home
2017-12-10T12:00Z,Arsenal,Southampton,Premier League,away
2017-12-10T14:15Z,Everton,Liverpool,Premier League,away
2017-12-10T14:15Z,Liverpool,Everton,Premier League,home
2017-12-10T16:30Z,Manchester City,Manchester Utd,Premier League,away
2017-12-10T16:30Z,Manchester Utd,Manchester City,Premier League,home
2017-12-12T19:45Z,Burnley,Stoke,Premier League,home
2017-12-12T20:00Z,Chelsea,Huddersfield,Premier League,away
2017-12-12T20:00Z,Crystal Palace,Watford,Premier League,home
2017-12-13T19:45Z,Everton,Newcastle,Premier League,away
2017-12-13T19:45Z,Manchester City,Swansea,Premier League,away
2017-12-13T19:45Z,Newcastle,Everton,Premier League,home
2017-12-13T20:00Z,Bournemouth,Manchester Utd,Premier League,away
2017-12-13T20:00Z,Arsenal,West Ham,Premier League,away
2017-12-13T20:00Z,Brighton,Tottenham,Premier League,away
2017-12-13T20:00Z,Liverpool,West Brom,Premier League,home
2017-12-13T20:00Z,Manchester Utd,Bournemouth,Premier League,home
2017-12-13T20:00Z,Tottenham,Brighton,Premier League,home
2017-12-13T20:00Z,West Ham,Arsenal,Premier League,home
2017-12-16T12:30Z,Crystal Palace,Leicester,Premier League,away
2017-12-16T15:00Z,Arsenal,Newcastle,Premier League,home
2017-12-16T15:00Z,Brighton,Burnley,Premier League,home
2017-12-16T15:00Z,Burnley,Brighton,Premier League,away
2017-12-16T15:00Z,Chelsea,Southampton,Premier League,home
2017-12-16T15:00Z,Newcastle,Arsenal,Premier League,away
2017-12-16T16:00Z,West Ham,Stoke,Premier League,away
2017-12-16T17:30Z,Manchester City,Tottenham,Premier League,home
2017-12-16T17:30Z,Tottenham,Manchester City,Premier League,away
2017-12-17T14:15Z,Manchester Utd,West Brom,Premier League,away
2017-12-17T16:30Z,Bournemouth,Liverpool,Premier League,home
2017-12-17T16:30Z,Liverpool,Bournemouth,Premier League,away
2017-12-18T20:00Z,Everton,Swansea,Premier League,home
2017-12-19T19:45Z,Arsenal,West Ham,League Cup,home
2017-12-19T19:45Z,Manchester City,Leicester,League Cup,away
2017-12-19T19:45Z,West Ham,Arsenal,League Cup,away
2017-12-20T19:45Z,Bournemouth,Chelsea,League Cup,away
2017-12-20T19:45Z,Chelsea,Bournemouth,League Cup,home
2017-12-20T20:00Z,Manchester Utd,Bristol City,League Cup,away
2017-12-22T19:45Z,Arsenal,Liverpool,Premier League,home
2017-12-22T19:45Z,Liverpool,Arsenal,Premier League,away
2017-12-23T12:30Z,Chelsea,Everton,Premier League,away
2017-12-23T12:30Z,Everton,Chelsea,Premier League,home
2017-12-23T15:00Z,Bournemouth,Manchester City,Premier League,away
2017-12-23T15:00Z,Brighton,Watford,Premier League,home
2017-12-23T15:00Z,Crystal Palace,Swansea,Premier League,away
2017-12-23T15:00Z,Manchester City,Bournemouth,Premier League,home
2017-12-23T15:00Z,Newcastle,West Ham,Premier League,away
2017-12-23T15:00Z,West Ham,Newcastle,Premier League,home
2017-12-23T17:30Z,Burnley,Tottenham,Premier League,home
2017-12-23T17:30Z,Tottenham,Burnley,Premier League,away
2017-12-23T19:45Z,Manchester Utd,Leicester,Premier League,away
2017-12-26T12:30Z,Tottenham,Southampton,Premier League,home
2017-12-26T15:00Z,Bournemouth,West Ham,Premier League,home
2017-12-26T15:00Z,Brighton,Chelsea,Premier League,away
2017-12-26T15:00Z,Burnley,Manchester Utd,Premier League,away
2017-12-26T15:00Z,Chelsea,Brighton,Premier League,home
2017-12-26T15:00Z,Everton,West Brom,Premier League,away
2017-12-26T15:00Z,Manchester Utd,Burnley,Premier League,home
2017-12-26T15:00Z,West Ham,Bournemouth,Premier League,away
2017-12-26T17:30Z,Liverpool,Swansea,Premier League,home
2017-12-27T19:45Z,Manchester City,Newcastle,Premier League,away
2017-12-27T19:45Z,Newcastle,Manchester City,Premier League,home
2017-12-28T20:00Z,Arsenal,Crystal Palace,Premier League,away
2017-12-28T20:00Z,Crystal Palace,Arsenal,Premier League,home
2017-12-30T15:00Z,Bournemouth,Everton,Premier League,home
2017-12-30T15:00Z,Brighton,Newcastle,Premier League,away
2017-12-30T15:00Z,Burnley,Huddersfield,Premier League,away
2017-12-30T15:00Z,Chelsea,Stoke,Premier League,home
2017-12-30T15:00Z,Everton,Bournemouth,Premier League,away
2017-12-30T15:00Z,Liverpool,Leicester,Premier League,home
2017-12-30T15:00Z,Newcastle,Brighton,Premier League,home
2017-12-30T17:30Z,Manchester Utd,Southampton,Premier League,home
2017-12-31T12:00Z,Crystal Palace,Manchester City,Premier League,home
2017-12-31T12:00Z,Manchester City,Crystal Palace,Premier League,away
2017-12-31T16:30Z,Arsenal,West Brom,Premier League,away
2018-01-01T12:30Z,Bournemouth,Brighton,Premier League,away
2018-01-01T12:30Z,Brighton,Bournemouth,Premier League,home
2018-01-01T15:00Z,Burnley,Liverpool,Premier League,home
2018-01-01T15:00Z,Liverpool,Burnley,Premier League,away
2018-01-01T15:00Z,Newcastle,Stoke,Premier League,away
2018-01-01T17:30Z,Everton,Manchester Utd,Premier League,home
2018-01-01T17:30Z,Manchester Utd,Everton,Premier League,away
2018-01-02T19:45Z,Crystal Palace,Southampton,Premier League,away
2018-01-02T19:45Z,Tottenham,Swansea,Premier League,away
2018-01-02T19:45Z,West Ham,West Brom,Premier League,home
2018-01-02T20:00Z,Manchester City,Watford,Premier League,home
2018-01-03T19:45Z,Arsenal,Chelsea,Premier League,home
2018-01-03T19:45Z,Chelsea,Arsenal,Premier League,away
2018-01-04T20:00Z,Tottenham,West Ham,Premier League,home
2018-01-04T20:00Z,West Ham,Tottenham,Premier League,away
2018-01-05T19:55Z,Everton,Liverpool,FA Cup,away
2018-01-05T19:55Z,Liverpool,Everton,FA Cup,home
2018-01-05T20:00Z,Manchester Utd,Derby County,FA Cup,home
2018-01-06T13:00Z,Sunderland,Middlesbrough,FA Cup,away
2018-01-06T15:00Z,Bournemouth,Wigan Athletic,FA Cup,home
2018-01-06T15:00Z,Aston Villa,Peterborough United,FA Cup,home
2018-01-06T15:00Z,Brentford,Notts County,FA Cup,home
2018-01-06T15:00Z,Burnley,Manchester City,FA Cup,away
2018-01-06T15:00Z,Fulham,Southampton,FA Cup,home
2018-01-06T15:00Z,Manchester City,Burnley,FA Cup,home
2018-01-06T15:00Z,Newcastle,Luton Town,FA Cup,home
2018-01-06T15:00Z,Wolves,Swansea,FA Cup,home
2018-01-06T17:30Z,Chelsea,Norwich,FA Cup,away
2018-01-07T12:00Z,Leeds,Newport County,FA Cup,away
2018-01-07T14:00Z,West Ham,Shrewsbury Town,FA Cup,away
2018-01-07T15:00Z,Tottenham,AFC Wimbledon,FA Cup,home
2018-01-07T16:00Z,Arsenal,Nottingham,FA Cup,away
2018-01-07T16:00Z,Nottingham,Arsenal,FA Cup,home
2018-01-08T19:45Z,Brighton,Crystal Palace,FA Cup,home
2018-01-08T19:45Z,Crystal Palace,Brighton,FA Cup,away
2018-01-09T19:45Z,Manchester City,Bristol City,League Cup,home
2018-01-10T20:00Z,Arsenal,Chelsea,League Cup,away
2018-01-10T20:00Z,Chelsea,Arsenal,League Cup,home
2018-01-13T15:00Z,Brighton,West Brom,Premier League,away
2018-01-13T15:00Z,Burnley,Crystal Palace,Premier League,away
2018-01-13T15:00Z,Chelsea,Leicester,Premier League,home
2018-01-13T15:00Z,Crystal Palace,Burnley,Premier League,home
2018-01-13T15:00Z,Newcastle,Swansea,Premier League,home
2018-01-13T15:00Z,West Ham,Huddersfield,Premier League,away
2018-01-13T17:30Z,Everton,Tottenham,Premier League,away
2018-01-13T17:30Z,Tottenham,Everton,Premier League,home
2018-01-14T13:30Z,Bournemouth,Arsenal,Premier League,home
2018-01-14T13:30Z,Arsenal,Bournemouth,Premier League,away
2018-01-14T16:00Z,Liverpool,Manchester City,Premier League,home
2018-01-14T16:00Z,Manchester City,Liverpool,Premier League,away
2018-01-15T20:00Z,Manchester Utd,Stoke,Premier League,home
2018-01-16T19:45Z,West Ham,Shrewsbury Town,FA Cup,home
2018-01-17T19:45Z,Bournemouth,Wigan Athletic,FA Cup,away
2018-01-17T19:45Z,Wolves,Swansea,FA Cup,away
2018-01-17T20:00Z,Chelsea,Norwich,FA Cup,home
2018-01-20T12:30Z,Brighton,Chelsea,Premier League,home
2018-01-20T12:30Z,Chelsea,Brighton,Premier League,away
2018-01-20T15:00Z,Bournemouth,West Ham,Premier League,away
2018-01-20T15:00Z,Arsenal,Crystal Palace,Premier League,home
2018-01-20T15:00Z,Burnley,Manchester Utd,Premier League,home
