date,team,opponent,competition,home_away
2023-09-16T14:00Z,Manchester Utd,Brighton,Premier League,home
2023-09-16T14:00Z,Tottenham,Sheffield Utd,Premier League,home
2023-09-16T14:00Z,West Ham,Manchester City,Premier League,home
2023-09-16T16:30Z,Brentford,Newcastle,Premier League,away
2023-09-16T16:30Z,Newcastle,Brentford,Premier League,home
2023-09-17T13:00Z,Bournemouth,Chelsea,Premier League,home
2023-09-17T13:00Z,Chelsea,Bournemouth,Premier League,away
2023-09-17T15:30Z,Arsenal,Everton,Premier League,away
2023-09-17T15:30Z,Everton,Arsenal,Premier League,home
2023-09-18T18:45Z,Burnley,Nottingham,Premier League,away
2023-09-18T18:45Z,Nottingham,Burnley,Premier League,home
2023-09-19T16:45Z,Newcastle,AC Milan,Champions League,away
2023-09-19T19:00Z,Manchester City,Red Star Belgrade,Champions League,home
2023-09-20T19:00Z,Arsenal,PSV Eindhoven,Champions League,home
2023-09-20T19:00Z,Manchester Utd,Bayern Munich,Champions League,away
2023-09-21T16:45Z,Aston Villa,Legia Warsaw,Conference League,away
2023-09-21T16:45Z,Liverpool,LASK Linz,Europa League,away
2023-09-21T19:00Z,Brighton,AEK Athens,Europa League,home
2023-09-21T19:00Z,West Ham,FK TSC,Europa League,home
2023-09-23T14:00Z,Crystal Palace,Fulham,Premier League,home
2023-09-23T14:00Z,Fulham,Crystal Palace,Premier League,away
2023-09-23T14:00Z,Manchester City,Nottingham,Premier League,home
2023-09-23T14:00Z,Nottingham,Manchester City,Premier League,away
2023-09-23T14:00Z,Wolves,Luton Town,Premier League,away
2023-09-23T16:30Z,Brentford,Everton,Premier League,home
2023-09-23T16:30Z,Everton,Brentford,Premier League,away
2023-09-23T19:00Z,Burnley,Manchester Utd,Premier League,home
2023-09-23T19:00Z,Manchester Utd,Burnley,Premier League,away
2023-09-24T13:00Z,Bournemouth,Brighton,Premier League,away
2023-09-24T13:00Z,Arsenal,Tottenham,Premier League,home
2023-09-24T13:00Z,Aston Villa,Chelsea,Premier League,away
2023-09-24T13:00Z,Brighton,Bournemouth,Premier League,home
2023-09-24T13:00Z,Chelsea,Aston Villa,Premier League,home
2023-09-24T13:00Z,Liverpool,West Ham,Premier League,home
2023-09-24T13:00Z,Tottenham,Arsenal,Premier League,away
2023-09-24T13:00Z,West Ham,Liverpool,Premier League,away
2023-09-24T15:30Z,Newcastle,Sheffield Utd,Premier League,away
2023-09-26T18:45Z,Burnley,Salford City,League Cup,away
2023-09-26T18:45Z,Wolves,Ipswich,League Cup,away
2023-09-26T19:00Z,Crystal Palace,Manchester Utd,League Cup,away
2023-09-26T19:00Z,Manchester Utd,Crystal Palace,League Cup,home
2023-09-27T18:45Z,Bournemouth,Stoke,League Cup,home
2023-09-27T18:45Z,Arsenal,Brentford,League Cup,away
2023-09-27T18:45Z,Aston Villa,Everton,League Cup,home
2023-09-27T18:45Z,Brentford,Arsenal,League Cup,home
2023-09-27T18:45Z,Brighton,Chelsea,League Cup,away
2023-09-27T18:45Z,Chelsea,Brighton,League Cup,home
2023-09-27T18:45Z,Everton,Aston Villa,League Cup,away
2023-09-27T18:45Z,Fulham,Norwich,League Cup,home
2023-09-27T18:45Z,Liverpool,Leicester,League Cup,home
2023-09-27T18:45Z,West Ham,Lincoln City,League Cup,away
2023-09-27T19:00Z,Manchester City,Newcastle,League Cup,away
2023-09-27T19:00Z,Newcastle,Manchester City,League Cup,home
2023-09-30T11:30Z,Aston Villa,Brighton,Premier League,home
2023-09-30T11:30Z,Brighton,Aston Villa,Premier League,away
2023-09-30T14:00Z,Bournemouth,Arsenal,Premier League,home
2023-09-30T14:00Z,Arsenal,Bournemouth,Premier League,away
2023-09-30T14:00Z,Burnley,Newcastle,Premier League,away
2023-09-30T14:00Z,Crystal Palace,Manchester Utd,Premier League,away
2023-09-30T14:00Z,Everton,Luton Town,Premier League,home
2023-09-30T14:00Z,Manchester City,Wolves,Premier League,away
2023-09-30T14:00Z,Manchester Utd,Crystal Palace,Premier League,home
2023-09-30T14:00Z,Newcastle,Burnley,Premier League,home
2023-09-30T14:00Z,West Ham,Sheffield Utd,Premier League,home
2023-09-30T14:00Z,Wolves,Manchester City,Premier League,home
2023-09-30T16:30Z,Liverpool,Tottenham,Premier League,away
2023-09-30T16:30Z,Tottenham,Liverpool,Premier League,home
2023-10-01T13:00Z,Brentford,Nottingham,Premier League,away
2023-10-01T13:00Z,Nottingham,Brentford,Premier League,home
2023-10-02T19:00Z,Chelsea,Fulham,Premier League,away
2023-10-02T19:00Z,Fulham,Chelsea,Premier League,home
2023-10-03T18:30Z,Burnley,Luton Town,Premier League,away
2023-10-03T19:00Z,Arsenal,Lens,Champions League,away
2023-10-03T19:00Z,Manchester Utd,Galatasaray,Champions League,home
2023-10-04T19:00Z,Manchester City,RB Leipzig,Champions League,away
2023-10-04T19:00Z,Newcastle,Paris Saint-Germain,Champions League,home
2023-10-05T16:45Z,Brighton,Marseille,Europa League,away
2023-10-05T16:45Z,West Ham,SC Freiburg,Europa League,away
2023-10-05T19:00Z,Aston Villa,Zrinjski Mostar,Conference League,home
2023-10-05T19:00Z,Liverpool,Union St.-Gilloise,Europa League,home
2023-10-07T11:30Z,Tottenham,Luton Town,Premier League,away
2023-10-07T14:00Z,Bournemouth,Everton,Premier League,away
2023-10-07T14:00Z,Brentford,Manchester Utd,Premier League,away
2023-10-07T14:00Z,Burnley,Chelsea,Premier League,home
2023-10-07T14:00Z,Chelsea,Burnley,Premier League,away
2023-10-07T14:00Z,Everton,Bournemouth,Premier League,home
2023-10-07T14:00Z,Fulham,Sheffield Utd,Premier League,home
2023-10-07T14:00Z,Manchester Utd,Brentford,Premier League,home
2023-10-07T16:30Z,Crystal Palace,Nottingham,Premier League,home
2023-10-07T16:30Z,Nottingham,Crystal Palace,Premier League,away
2023-10-08T13:00Z,Aston Villa,Wolves,Premier League,away
2023-10-08T13:00Z,Brighton,Liverpool,Premier League,home
2023-10-08T13:00Z,Liverpool,Brighton,Premier League,away
2023-10-08T13:00Z,Newcastle,West Ham,Premier League,away
2023-10-08T13:00Z,West Ham,Newcastle,Premier League,home
2023-10-08T13:00Z,Wolves,Aston Villa,Premier League,home
2023-10-08T15:30Z,Arsenal,Manchester City,Premier League,home
2023-10-08T15:30Z,Manchester City,Arsenal,Premier League,away
2023-10-21T11:30Z,Everton,Liverpool,Premier League,away
2023-10-21T11:30Z,Liverpool,Everton,Premier League,home
2023-10-21T14:00Z,Bournemouth,Wolves,Premier League,home
2023-10-21T14:00Z,Brentford,Burnley,Premier League,home
2023-10-21T14:00Z,Brighton,Manchester City,Premier League,away
2023-10-21T14:00Z,Burnley,Brentford,Premier League,away
2023-10-21T14:00Z,Crystal Palace,Newcastle,Premier League,away
2023-10-21T14:00Z,Manchester City,Brighton,Premier League,home
2023-10-21T14:00Z,Newcastle,Crystal Palace,Premier League,home
2023-10-21T14:00Z,Nottingham,Luton Town,Premier League,home
2023-10-21T14:00Z,Wolves,Bournemouth,Premier League,away
2023-10-21T16:30Z,Arsenal,Chelsea,Premier League,away
2023-10-21T16:30Z,Chelsea,Arsenal,Premier League,home
2023-10-21T19:00Z,Manchester Utd,Sheffield Utd,Premier League,away
2023-10-22T15:30Z,Aston Villa,West Ham,Premier League,home
2023-10-22T15:30Z,West Ham,Aston Villa,Premier League,away
2023-10-23T19:00Z,Fulham,Tottenham,Premier League,away
2023-10-23T19:00Z,Tottenham,Fulham,Premier League,home
2023-10-24T19:00Z,Arsenal,Sevilla,Champions League,away
2023-10-24T19:00Z,Manchester Utd,F.C. København,Champions League,home
2023-10-25T19:00Z,Manchester City,Young Boys,Champions League,away
2023-10-25T19:00Z,Newcastle,Borussia Dortmund,Champions League,home
2023-10-26T16:45Z,Aston Villa,AZ Alkmaar,Conference League,away
2023-10-26T16:45Z,West Ham,Olympiacos,Europa League,away
2023-10-26T19:00Z,Brighton,Ajax Amsterdam,Europa League,home
2023-10-26T19:00Z,Liverpool,Toulouse,Europa League,home
2023-10-27T19:00Z,Crystal Palace,Tottenham,Premier League,home
2023-10-27T19:00Z,Tottenham,Crystal Palace,Premier League,away
2023-10-28T11:30Z,Brentford,Chelsea,Premier League,away
2023-10-28T11:30Z,Chelsea,Brentford,Premier League,home
2023-10-28T14:00Z,Bournemouth,Burnley,Premier League,home
2023-10-28T14:00Z,Arsenal,Sheffield Utd,Premier League,home
2023-10-28T14:00Z,Burnley,Bournemouth,Premier League,away
2023-10-28T16:30Z,Newcastle,Wolves,Premier League,away
2023-10-28T16:30Z,Wolves,Newcastle,Premier League,home
2023-10-29T13:00Z,Everton,West Ham,Premier League,away
2023-10-29T13:00Z,West Ham,Everton,Premier League,home
2023-10-29T14:00Z,Aston Villa,Luton Town,Premier League,home
2023-10-29T14:00Z,Brighton,Fulham,Premier League,home
2023-10-29T14:00Z,Fulham,Brighton,Premier League,away
2023-10-29T14:00Z,Liverpool,Nottingham,Premier League,home
2023-10-29T14:00Z,Nottingham,Liverpool,Premier League,away
2023-10-29T15:30Z,Manchester City,Manchester Utd,Premier League,away
2023-10-29T15:30Z,Manchester Utd,Manchester City,Premier League,home
2023-11-01T19:30Z,Arsenal,West Ham,League Cup,away
2023-11-01T19:30Z,West Ham,Arsenal,League Cup,home
2023-11-01T19:45Z,Bournemouth,Liverpool,League Cup,home
2023-11-01T19:45Z,Burnley,Everton,League Cup,away
2023-11-01T19:45Z,Chelsea,Blackburn Rovers,League Cup,home
2023-11-01T19:45Z,Everton,Burnley,League Cup,home
2023-11-01T19:45Z,Fulham,Ipswich,League Cup,away
2023-11-01T19:45Z,Liverpool,Bournemouth,League Cup,away
2023-11-01T20:15Z,Manchester Utd,Newcastle,League Cup,home
2023-11-01T20:15Z,Newcastle,Manchester Utd,League Cup,away
2023-11-04T12:30Z,Fulham,Manchester Utd,Premier League,home
2023-11-04T12:30Z,Manchester Utd,Fulham,Premier League,away
2023-11-04T15:00Z,Bournemouth,Manchester City,Premier League,away
2023-11-04T15:00Z,Brentford,West Ham,Premier League,home
2023-11-04T15:00Z,Brighton,Everton,Premier League,away
2023-11-04T15:00Z,Burnley,Crystal Palace,Premier League,home
2023-11-04T15:00Z,Crystal Palace,Burnley,Premier League,away
2023-11-04T15:00Z,Everton,Brighton,Premier League,home
2023-11-04T15:00Z,Manchester City,Bournemouth,Premier League,home
2023-11-04T15:00Z,West Ham,Brentford,Premier League,away
2023-11-04T15:00Z,Wolves,Sheffield Utd,Premier League,away
2023-11-04T17:30Z,Arsenal,Newcastle,Premier League,away
2023-11-04T17:30Z,Newcastle,Arsenal,Premier League,home
2023-11-05T14:00Z,Aston Villa,Nottingham,Premier League,away
2023-11-05T14:00Z,Nottingham,Aston Villa,Premier League,home
2023-11-05T16:30Z,Liverpool,Luton Town,Premier League,away
2023-11-06T20:00Z,Chelsea,Tottenham,Premier League,away
2023-11-06T20:00Z,Tottenham,Chelsea,Premier League,home
2023-11-07T17:45Z,Newcastle,Borussia Dortmund,Champions League,away
2023-11-07T20:00Z,Manchester City,Young Boys,Champions League,home
2023-11-08T20:00Z,Arsenal,Sevilla,Champions League,home
2023-11-08T20:00Z,Manchester Utd,F.C. København,Champions League,away
2023-11-09T17:45Z,Brighton,Ajax Amsterdam,Europa League,away
2023-11-09T17:45Z,Liverpool,Toulouse,Europa League,away
2023-11-09T20:00Z,Aston Villa,AZ Alkmaar,Conference League,home
2023-11-09T20:00Z,West Ham,Olympiacos,Europa League,home
2023-11-11T12:30Z,Tottenham,Wolves,Premier League,away
2023-11-11T12:30Z,Wolves,Tottenham,Premier League,home
2023-11-11T15:00Z,Arsenal,Burnley,Premier League,home
2023-11-11T15:00Z,Burnley,Arsenal,Premier League,away
2023-11-11T15:00Z,Crystal Palace,Everton,Premier League,home
2023-11-11T15:00Z,Everton,Crystal Palace,Premier League,away
2023-11-11T15:00Z,Manchester Utd,Luton Town,Premier League,home
2023-11-11T17:30Z,Bournemouth,Newcastle,Premier League,home
2023-11-11T17:30Z,Newcastle,Bournemouth,Premier League,away
2023-11-12T14:00Z,Aston Villa,Fulham,Premier League,home
2023-11-12T14:00Z,Brentford,Liverpool,Premier League,away
2023-11-12T14:00Z,Brighton,Sheffield Utd,Premier League,home
2023-11-12T14:00Z,Fulham,Aston Villa,Premier League,away
2023-11-12T14:00Z,Liverpool,Brentford,Premier League,home
2023-11-12T14:00Z,Nottingham,West Ham,Premier League,away
2023-11-12T14:00Z,West Ham,Nottingham,Premier League,home
2023-11-12T16:30Z,Chelsea,Manchester City,Premier League,home
2023-11-12T16:30Z,Manchester City,Chelsea,Premier League,away
2023-11-25T12:30Z,Liverpool,Manchester City,Premier League,away
2023-11-25T12:30Z,Manchester City,Liverpool,Premier League,home
2023-11-25T15:00Z,Bournemouth,Sheffield Utd,Premier League,away
2023-11-25T15:00Z,Brighton,Nottingham,Premier League,away
2023-11-25T15:00Z,Burnley,West Ham,Premier League,home
2023-11-25T15:00Z,Chelsea,Newcastle,Premier League,away
2023-11-25T15:00Z,Crystal Palace,Luton Town,Premier League,away
2023-11-25T15:00Z,Newcastle,Chelsea,Premier League,home
2023-11-25T15:00Z,Nottingham,Brighton,Premier League,home
2023-11-25T15:00Z,West Ham,Burnley,Premier League,away
2023-11-25T17:30Z,Arsenal,Brentford,Premier League,away
2023-11-25T17:30Z,Brentford,Arsenal,Premier League,home
2023-11-26T14:00Z,Aston Villa,Tottenham,Premier League,away
2023-11-26T14:00Z,Tottenham,Aston Villa,Premier League,home
2023-11-26T16:30Z,Everton,Manchester Utd,Premier League,home
2023-11-26T16:30Z,Manchester Utd,Everton,Premier League,away
2023-11-27T20:00Z,Fulham,Wolves,Premier League,home
2023-11-27T20:00Z,Wolves,Fulham,Premier League,away
2023-11-28T20:00Z,Manchester City,RB Leipzig,Champions League,home
2023-11-28T20:00Z,Newcastle,Paris Saint-Germain,Champions League,away
2023-11-29T17:45Z,Manchester Utd,Galatasaray,Champions League,away
2023-11-29T20:00Z,Arsenal,Lens,Champions League,home
2023-11-30T17:45Z,Brighton,AEK Athens,Europa League,away
2023-11-30T17:45Z,West Ham,FK TSC,Europa League,away
2023-11-30T20:00Z,Aston Villa,Legia Warsaw,Conference League,home
2023-11-30T20:00Z,Liverpool,LASK Linz,Europa League,home
2023-12-02T15:00Z,Arsenal,Wolves,Premier League,home
2023-12-02T15:00Z,Brentford,Luton Town,Premier League,home
2023-12-02T15:00Z,Burnley,Sheffield Utd,Premier League,home
2023-12-02T15:00Z,Wolves,Arsenal,Premier League,away
2023-12-02T17:30Z,Everton,Nottingham,Premier League,away
2023-12-02T17:30Z,Nottingham,Everton,Premier League,home
2023-12-02T20:00Z,Manchester Utd,Newcastle,Premier League,away
2023-12-02T20:00Z,Newcastle,Manchester Utd,Premier League,home
2023-12-03T14:00Z,Bournemouth,Aston Villa,Premier League,home
2023-12-03T14:00Z,Aston Villa,Bournemouth,Premier League,away
2023-12-03T14:00Z,Brighton,Chelsea,Premier League,away
2023-12-03T14:00Z,Chelsea,Brighton,Premier League,home
2023-12-03T14:00Z,Crystal Palace,West Ham,Premier League,away
2023-12-03T14:00Z,Fulham,Liverpool,Premier League,away
2023-12-03T14:00Z,Liverpool,Fulham,Premier League,home
2023-12-03T14:00Z,West Ham,Crystal Palace,Premier League,home
2023-12-03T16:30Z,Manchester City,Tottenham,Premier League,home
2023-12-03T16:30Z,Tottenham,Manchester City,Premier League,away
2023-12-05T19:30Z,Burnley,Wolves,Premier League,away
2023-12-05T19:30Z,Wolves,Burnley,Premier League,home
2023-12-05T20:15Z,Arsenal,Luton Town,Premier League,away
2023-12-06T19:30Z,Bournemouth,Crystal Palace,Premier League,away
2023-12-06T19:30Z,Brentford,Brighton,Premier League,away
2023-12-06T19:30Z,Brighton,Brentford,Premier League,home
2023-12-06T19:30Z,Crystal Palace,Bournemouth,Premier League,home
2023-12-06T19:30Z,Fulham,Nottingham,Premier League,home
2023-12-06T19:30Z,Liverpool,Sheffield Utd,Premier League,away
2023-12-06T19:30Z,Nottingham,Fulham,Premier League,away
2023-12-06T20:15Z,Aston Villa,Manchester City,Premier League,home
2023-12-06T20:15Z,Chelsea,Manchester Utd,Premier League,away
2023-12-06T20:15Z,Manchester City,Aston Villa,Premier League,away
2023-12-06T20:15Z,Manchester Utd,Chelsea,Premier League,home
2023-12-07T19:30Z,Everton,Newcastle,Premier League,home
2023-12-07T19:30Z,Newcastle,Everton,Premier League,away
2023-12-07T20:15Z,Tottenham,West Ham,Premier League,home
2023-12-07T20:15Z,West Ham,Tottenham,Premier League,away
2023-12-09T12:30Z,Crystal Palace,Liverpool,Premier League,home
2023-12-09T12:30Z,Liverpool,Crystal Palace,Premier League,away
2023-12-09T15:00Z,Bournemouth,Manchester Utd,Premier League,away
2023-12-09T15:00Z,Brentford,Sheffield Utd,Premier League,away
2023-12-09T15:00Z,Brighton,Burnley,Premier League,home
2023-12-09T15:00Z,Burnley,Brighton,Premier League,away
2023-12-09T15:00Z,Manchester Utd,Bournemouth,Premier League,home
2023-12-09T15:00Z,Nottingham,Wolves,Premier League,away
2023-12-09T15:00Z,Wolves,Nottingham,Premier League,home
2023-12-09T17:30Z,Arsenal,Aston Villa,Premier League,away
2023-12-09T17:30Z,Aston Villa,Arsenal,Premier League,home
2023-12-10T14:00Z,Chelsea,Everton,Premier League,away
2023-12-10T14:00Z,Everton,Chelsea,Premier League,home
2023-12-10T14:00Z,Fulham,West Ham,Premier League,home
2023-12-10T14:00Z,Manchester City,Luton Town,Premier League,away
2023-12-10T14:00Z,West Ham,Fulham,Premier League,away
2023-12-10T16:30Z,Newcastle,Tottenham,Premier League,away
2023-12-10T16:30Z,Tottenham,Newcastle,Premier League,home
2023-12-12T17:45Z,Arsenal,PSV Eindhoven,Champions League,away
2023-12-12T20:00Z,Manchester Utd,Bayern Munich,Champions League,home
2023-12-13T17:45Z,Manchester City,Red Star Belgrade,Champions League,away
2023-12-13T20:00Z,Newcastle,AC Milan,Champions League,home
2023-12-14T17:45Z,Aston Villa,Zrinjski Mostar,Conference League,away
2023-12-14T17:45Z,Liverpool,Union St.-Gilloise,Europa League,away
2023-12-14T20:00Z,Brighton,Marseille,Europa League,home
2023-12-14T20:00Z,West Ham,SC Freiburg,Europa League,home
2023-12-15T20:00Z,Nottingham,Tottenham,Premier League,home
2023-12-15T20:00Z,Tottenham,Nottingham,Premier League,away
2023-12-16T15:00Z,Chelsea,Sheffield Utd,Premier League,home
2023-12-16T15:00Z,Crystal Palace,Manchester City,Premier League,away
2023-12-16T15:00Z,Fulham,Newcastle,Premier League,away
2023-12-16T15:00Z,Manchester City,Crystal Palace,Premier League,home
2023-12-16T15:00Z,Newcastle,Fulham,Premier League,home
2023-12-16T17:30Z,Burnley,Everton,Premier League,home
2023-12-16T17:30Z,Everton,Burnley,Premier League,away
2023-12-17T14:00Z,Arsenal,Brighton,Premier League,home
2023-12-17T14:00Z,Aston Villa,Brentford,Premier League,away
2023-12-17T14:00Z,Brentford,Aston Villa,Premier League,home
2023-12-17T14:00Z,Brighton,Arsenal,Premier League,away
2023-12-17T14:00Z,West Ham,Wolves,Premier League,home
2023-12-17T14:00Z,Wolves,West Ham,Premier League,away
2023-12-17T16:30Z,Liverpool,Manchester Utd,Premier League,home
2023-12-17T16:30Z,Manchester Utd,Liverpool,Premier League,away
2023-12-19T19:45Z,Everton,Fulham,League Cup,home
2023-12-19T19:45Z,Fulham,Everton,League Cup,away
2023-12-19T20:00Z,Chelsea,Newcastle,League Cup,home
2023-12-19T20:00Z,Newcastle,Chelsea,League Cup,away
2023-12-20T20:00Z,Liverpool,West Ham,League Cup,home
2023-12-20T20:00Z,West Ham,Liverpool,League Cup,away
2023-12-21T20:00Z,Brighton,Crystal Palace,Premier League,away
2023-12-21T20:00Z,Crystal Palace,Brighton,Premier League,home
2023-12-22T20:00Z,Aston Villa,Sheffield Utd,Premier League,home
2023-12-23T12:30Z,Manchester Utd,West Ham,Premier League,away
2023-12-23T12:30Z,West Ham,Manchester Utd,Premier League,home
2023-12-23T15:00Z,Bournemouth,Nottingham,Premier League,away
2023-12-23T15:00Z,Burnley,Fulham,Premier League,away
2023-12-23T15:00Z,Everton,Tottenham,Premier League,away
2023-12-23T15:00Z,Fulham,Burnley,Premier League,home
2023-12-23T15:00Z,Newcastle,Luton Town,Premier League,away
2023-12-23T15:00Z,Nottingham,Bournemouth,Premier League,home
2023-12-23T15:00Z,Tottenham,Everton,Premier League,home
2023-12-23T17:30Z,Arsenal,Liverpool,Premier League,away
2023-12-23T17:30Z,Liverpool,Arsenal,Premier League,home
2023-12-24T13:00Z,Chelsea,Wolves,Premier League,away
2023-12-24T13:00Z,Wolves,Chelsea,Premier League,home
2023-12-26T12:30Z,Newcastle,Nottingham,Premier League,home
2023-12-26T12:30Z,Nottingham,Newcastle,Premier League,away
2023-12-26T15:00Z,Bournemouth,Fulham,Premier League,home
2023-12-26T15:00Z,Fulham,Bournemouth,Premier League,away
2023-12-26T17:30Z,Burnley,Liverpool,Premier League,home
2023-12-26T17:30Z,Liverpool,Burnley,Premier League,away
2023-12-26T20:00Z,Aston Villa,Manchester Utd,Premier League,away
2023-12-26T20:00Z,Manchester Utd,Aston Villa,Premier League,home
2023-12-27T19:30Z,Brentford,Wolves,Premier League,home
2023-12-27T19:30Z,Chelsea,Crystal Palace,Premier League,home
2023-12-27T19:30Z,Crystal Palace,Chelsea,Premier League,away
2023-12-27T19:30Z,Wolves,Brentford,Premier League,away
2023-12-27T20:15Z,Everton,Manchester City,Premier League,home
2023-12-27T20:15Z,Manchester City,Everton,Premier League,away
2023-12-28T19:30Z,Brighton,Tottenham,Premier League,home
2023-12-28T19:30Z,Tottenham,Brighton,Premier League,away
2023-12-28T20:15Z,Arsenal,West Ham,Premier League,home
2023-12-28T20:15Z,West Ham,Arsenal,Premier League,away
2023-12-30T12:30Z,Chelsea,Luton Town,Premier League,away
2023-12-30T15:00Z,Aston Villa,Burnley,Premier League,home
