date,team,opponent,competition,home_away
2019-10-06T13:00Z,Arsenal,Bournemouth,Premier League,home
2019-10-06T13:00Z,Chelsea,Southampton,Premier League,away
2019-10-06T13:00Z,Manchester City,Wolves,Premier League,home
2019-10-06T13:00Z,Wolves,Manchester City,Premier League,away
2019-10-06T15:30Z,Manchester Utd,Newcastle,Premier League,away
2019-10-06T15:30Z,Newcastle,Manchester Utd,Premier League,home
2019-10-19T11:30Z,Everton,West Ham,Premier League,home
2019-10-19T11:30Z,West Ham,Everton,Premier League,away
2019-10-19T14:00Z,Bournemouth,Norwich,Premier League,home
2019-10-19T14:00Z,Aston Villa,Brighton,Premier League,home
2019-10-19T14:00Z,Brighton,Aston Villa,Premier League,away
2019-10-19T14:00Z,Burnley,Leicester,Premier League,away
2019-10-19T14:00Z,Chelsea,Newcastle,Premier League,home
2019-10-19T14:00Z,Newcastle,Chelsea,Premier League,away
2019-10-19T14:00Z,Tottenham,Watford,Premier League,home
2019-10-19T14:00Z,Wolves,Southampton,Premier League,home
2019-10-19T16:30Z,Crystal Palace,Manchester City,Premier League,home
2019-10-19T16:30Z,Manchester City,Crystal Palace,Premier League,away
2019-10-20T15:30Z,Liverpool,Manchester Utd,Premier League,away
2019-10-20T15:30Z,Manchester Utd,Liverpool,Premier League,home
2019-10-21T19:00Z,Arsenal,Sheffield Utd,Premier League,away
2019-10-22T19:00Z,Manchester City,Atalanta,Champions League,home
2019-10-22T19:00Z,Tottenham,Red Star Belgrade,Champions League,home
2019-10-23T16:55Z,Chelsea,Ajax Amsterdam,Champions League,away
2019-10-23T19:00Z,Liverpool,Racing Genk,Champions League,away
2019-10-24T16:55Z,Manchester Utd,Partizan Belgrade,Europa League,away
2019-10-24T16:55Z,Wolves,Slovan Bratislava,Europa League,away
2019-10-24T19:00Z,Arsenal,Vitória de Guimaraes,Europa League,home
2019-10-26T11:30Z,Aston Villa,Manchester City,Premier League,away
2019-10-26T11:30Z,Manchester City,Aston Villa,Premier League,home
2019-10-26T14:00Z,Bournemouth,Watford,Premier League,away
2019-10-26T14:00Z,Brighton,Everton,Premier League,home
2019-10-26T14:00Z,Everton,Brighton,Premier League,away
2019-10-26T14:00Z,West Ham,Sheffield Utd,Premier League,home
2019-10-26T16:30Z,Burnley,Chelsea,Premier League,home
2019-10-26T16:30Z,Chelsea,Burnley,Premier League,away
2019-10-27T14:00Z,Newcastle,Wolves,Premier League,home
2019-10-27T14:00Z,Wolves,Newcastle,Premier League,away
2019-10-27T16:30Z,Arsenal,Crystal Palace,Premier League,home
2019-10-27T16:30Z,Crystal Palace,Arsenal,Premier League,away
2019-10-27T16:30Z,Liverpool,Tottenham,Premier League,home
2019-10-27T16:30Z,Manchester Utd,Norwich,Premier League,away
2019-10-27T16:30Z,Tottenham,Liverpool,Premier League,away
2019-10-29T19:45Z,Everton,Watford,League Cup,home
2019-10-29T19:45Z,Manchester City,Southampton,League Cup,home
2019-10-29T19:45Z,Sunderland,Oxford United,League Cup,away
2019-10-30T19:30Z,Arsenal,Liverpool,League Cup,away
2019-10-30T19:30Z,Liverpool,Arsenal,League Cup,home
2019-10-30T19:45Z,Aston Villa,Wolves,League Cup,home
2019-10-30T19:45Z,Wolves,Aston Villa,League Cup,away
2019-10-30T20:05Z,Chelsea,Manchester Utd,League Cup,home
2019-10-30T20:05Z,Manchester Utd,Chelsea,League Cup,away
2019-11-02T12:30Z,Bournemouth,Manchester Utd,Premier League,home
2019-11-02T12:30Z,Manchester Utd,Bournemouth,Premier League,away
2019-11-02T15:00Z,Arsenal,Wolves,Premier League,home
2019-11-02T15:00Z,Aston Villa,Liverpool,Premier League,home
2019-11-02T15:00Z,Brighton,Norwich,Premier League,home
2019-11-02T15:00Z,Burnley,Sheffield Utd,Premier League,away
2019-11-02T15:00Z,Liverpool,Aston Villa,Premier League,away
2019-11-02T15:00Z,Manchester City,Southampton,Premier League,home
2019-11-02T15:00Z,Newcastle,West Ham,Premier League,away
2019-11-02T15:00Z,West Ham,Newcastle,Premier League,home
2019-11-02T15:00Z,Wolves,Arsenal,Premier League,away
2019-11-02T17:30Z,Chelsea,Watford,Premier League,away
2019-11-03T14:00Z,Crystal Palace,Leicester,Premier League,home
2019-11-03T16:30Z,Everton,Tottenham,Premier League,home
2019-11-03T16:30Z,Tottenham,Everton,Premier League,away
2019-11-05T20:00Z,Chelsea,Ajax Amsterdam,Champions League,home
2019-11-05T20:00Z,Liverpool,Racing Genk,Champions League,home
2019-11-06T15:50Z,Arsenal,Vitória de Guimaraes,Europa League,away
2019-11-06T20:00Z,Manchester City,Atalanta,Champions League,away
2019-11-06T20:00Z,Tottenham,Red Star Belgrade,Champions League,away
2019-11-07T20:00Z,Manchester Utd,Partizan Belgrade,Europa League,home
2019-11-07T20:00Z,Wolves,Slovan Bratislava,Europa League,home
2019-11-09T12:30Z,Chelsea,Crystal Palace,Premier League,home
2019-11-09T12:30Z,Crystal Palace,Chelsea,Premier League,away
2019-11-09T13:00Z,Sunderland,Gillingham,FA Cup,home
2019-11-09T15:00Z,Bournemouth,Newcastle,Premier League,away
2019-11-09T15:00Z,Burnley,West Ham,Premier League,home
2019-11-09T15:00Z,Everton,Southampton,Premier League,away
2019-11-09T15:00Z,Newcastle,Bournemouth,Premier League,home
2019-11-09T15:00Z,Tottenham,Sheffield Utd,Premier League,home
2019-11-09T15:00Z,West Ham,Burnley,Premier League,away
2019-11-09T17:30Z,Arsenal,Leicester,Premier League,away
2019-11-10T14:00Z,Aston Villa,Wolves,Premier League,away
2019-11-10T14:00Z,Brighton,Manchester Utd,Premier League,away
2019-11-10T14:00Z,Manchester Utd,Brighton,Premier League,home
2019-11-10T14:00Z,Wolves,Aston Villa,Premier League,home
2019-11-10T16:30Z,Liverpool,Manchester City,Premier League,home
2019-11-10T16:30Z,Manchester City,Liverpool,Premier League,away
2019-11-19T19:45Z,Sunderland,Gillingham,FA Cup,away
2019-11-23T12:30Z,Tottenham,West Ham,Premier League,away
2019-11-23T12:30Z,West Ham,Tottenham,Premier League,home
2019-11-23T15:00Z,Bournemouth,Wolves,Premier League,home
2019-11-23T15:00Z,Arsenal,Southampton,Premier League,home
2019-11-23T15:00Z,Brighton,Leicester,Premier League,home
2019-11-23T15:00Z,Burnley,Watford,Premier League,away
2019-11-23T15:00Z,Crystal Palace,Liverpool,Premier League,home
2019-11-23T15:00Z,Everton,Norwich,Premier League,home
2019-11-23T15:00Z,Liverpool,Crystal Palace,Premier League,away
2019-11-23T15:00Z,Wolves,Bournemouth,Premier League,away
2019-11-23T17:30Z,Chelsea,Manchester City,Premier League,away
2019-11-23T17:30Z,Manchester City,Chelsea,Premier League,home
2019-11-24T16:30Z,Manchester Utd,Sheffield Utd,Premier League,away
2019-11-25T20:00Z,Aston Villa,Newcastle,Premier League,home
2019-11-25T20:00Z,Newcastle,Aston Villa,Premier League,away
2019-11-26T20:00Z,Manchester City,Shakhtar Donetsk,Champions League,home
2019-11-26T20:00Z,Tottenham,Olympiacos,Champions League,home
2019-11-27T17:55Z,Chelsea,Valencia,Champions League,away
2019-11-27T20:00Z,Liverpool,Napoli,Champions League,home
2019-11-28T15:50Z,Manchester Utd,FC Astana,Europa League,away
2019-11-28T17:55Z,Wolves,Braga,Europa League,away
2019-11-28T20:00Z,Arsenal,Eintracht Frankfurt,Europa League,home
2019-11-30T12:30Z,Manchester City,Newcastle,Premier League,away
2019-11-30T12:30Z,Newcastle,Manchester City,Premier League,home
2019-11-30T15:00Z,Bournemouth,Tottenham,Premier League,away
2019-11-30T15:00Z,Brighton,Liverpool,Premier League,away
2019-11-30T15:00Z,Burnley,Crystal Palace,Premier League,home
2019-11-30T15:00Z,Chelsea,West Ham,Premier League,home
2019-11-30T15:00Z,Crystal Palace,Burnley,Premier League,away
2019-11-30T15:00Z,Liverpool,Brighton,Premier League,home
2019-11-30T15:00Z,Tottenham,Bournemouth,Premier League,home
2019-11-30T15:00Z,West Ham,Chelsea,Premier League,away
2019-12-01T14:00Z,Arsenal,Norwich,Premier League,away
2019-12-01T14:00Z,Wolves,Sheffield Utd,Premier League,home
2019-12-01T16:30Z,Aston Villa,Manchester Utd,Premier League,away
2019-12-01T16:30Z,Everton,Leicester,Premier League,away
2019-12-01T16:30Z,Manchester Utd,Aston Villa,Premier League,home
2019-12-03T19:30Z,Bournemouth,Crystal Palace,Premier League,away
2019-12-03T19:30Z,Crystal Palace,Bournemouth,Premier League,home
2019-12-03T20:15Z,Burnley,Manchester City,Premier League,home
2019-12-03T20:15Z,Manchester City,Burnley,Premier League,away
2019-12-04T19:30Z,Aston Villa,Chelsea,Premier League,away
2019-12-04T19:30Z,Chelsea,Aston Villa,Premier League,home
2019-12-04T19:30Z,Manchester Utd,Tottenham,Premier League,home
2019-12-04T19:30Z,Tottenham,Manchester Utd,Premier League,away
2019-12-04T19:30Z,West Ham,Wolves,Premier League,away
2019-12-04T19:30Z,Wolves,West Ham,Premier League,home
2019-12-04T20:15Z,Everton,Liverpool,Premier League,away
2019-12-04T20:15Z,Liverpool,Everton,Premier League,home
2019-12-05T19:30Z,Newcastle,Sheffield Utd,Premier League,away
2019-12-05T20:15Z,Arsenal,Brighton,Premier League,home
2019-12-05T20:15Z,Brighton,Arsenal,Premier League,away
2019-12-07T12:30Z,Chelsea,Everton,Premier League,away
2019-12-07T12:30Z,Everton,Chelsea,Premier League,home
2019-12-07T15:00Z,Bournemouth,Liverpool,Premier League,home
2019-12-07T15:00Z,Burnley,Tottenham,Premier League,away
2019-12-07T15:00Z,Crystal Palace,Watford,Premier League,away
2019-12-07T15:00Z,Liverpool,Bournemouth,Premier League,away
2019-12-07T15:00Z,Tottenham,Burnley,Premier League,home
2019-12-07T17:30Z,Manchester City,Manchester Utd,Premier League,home
2019-12-07T17:30Z,Manchester Utd,Manchester City,Premier League,away
2019-12-08T14:00Z,Aston Villa,Leicester,Premier League,home
2019-12-08T14:00Z,Newcastle,Southampton,Premier League,home
2019-12-08T16:30Z,Brighton,Wolves,Premier League,home
2019-12-08T16:30Z,Wolves,Brighton,Premier League,away
2019-12-09T20:00Z,Arsenal,West Ham,Premier League,away
2019-12-09T20:00Z,West Ham,Arsenal,Premier League,home
2019-12-10T17:55Z,Liverpool,RB Salzburg,Champions League,away
2019-12-10T20:00Z,Chelsea,Lille,Champions League,home
2019-12-11T17:55Z,Manchester City,Dinamo Zagreb,Champions League,away
2019-12-11T20:00Z,Tottenham,Bayern Munich,Champions League,away
2019-12-12T17:55Z,Arsenal,Standard Liege,Europa League,away
2019-12-12T20:00Z,Manchester Utd,AZ Alkmaar,Europa League,home
2019-12-12T20:00Z,Wolves,Besiktas,Europa League,home
2019-12-14T12:30Z,Liverpool,Watford,Premier League,home
2019-12-14T15:00Z,Bournemouth,Chelsea,Premier League,away
2019-12-14T15:00Z,Aston Villa,Sheffield Utd,Premier League,away
2019-12-14T15:00Z,Burnley,Newcastle,Premier League,home
2019-12-14T15:00Z,Chelsea,Bournemouth,Premier League,home
2019-12-14T15:00Z,Newcastle,Burnley,Premier League,away
2019-12-14T17:30Z,West Ham,Southampton,Premier League,away
2019-12-15T14:00Z,Everton,Manchester Utd,Premier League,away
2019-12-15T14:00Z,Manchester Utd,Everton,Premier League,home
2019-12-15T14:00Z,Tottenham,Wolves,Premier League,away
2019-12-15T14:00Z,Wolves,Tottenham,Premier League,home
2019-12-15T16:30Z,Arsenal,Manchester City,Premier League,home
2019-12-15T16:30Z,Manchester City,Arsenal,Premier League,away
2019-12-16T19:45Z,Brighton,Crystal Palace,Premier League,away
2019-12-16T19:45Z,Crystal Palace,Brighton,Premier League,home
2019-12-17T19:45Z,Aston Villa,Liverpool,League Cup,home
2019-12-17T19:45Z,Liverpool,Aston Villa,League Cup,away
2019-12-18T19:45Z,Everton,Leicester,League Cup,home
2019-12-18T19:45Z,Manchester City,Oxford United,League Cup,away
2019-12-18T20:00Z,Manchester Utd,Colchester United,League Cup,home
2019-12-21T12:30Z,Arsenal,Everton,Premier League,away
2019-12-21T12:30Z,Everton,Arsenal,Premier League,home
2019-12-21T15:00Z,Bournemouth,Burnley,Premier League,home
2019-12-21T15:00Z,Aston Villa,Southampton,Premier League,home
2019-12-21T15:00Z,Brighton,Sheffield Utd,Premier League,home
2019-12-21T15:00Z,Burnley,Bournemouth,Premier League,away
2019-12-21T15:00Z,Crystal Palace,Newcastle,Premier League,away
2019-12-21T15:00Z,Newcastle,Crystal Palace,Premier League,home
2019-12-21T15:00Z,Wolves,Norwich,Premier League,away
2019-12-21T17:30Z,Manchester City,Leicester,Premier League,home
2019-12-22T14:00Z,Manchester Utd,Watford,Premier League,away
2019-12-22T16:30Z,Chelsea,Tottenham,Premier League,away
2019-12-22T16:30Z,Tottenham,Chelsea,Premier League,home
2019-12-26T12:30Z,Brighton,Tottenham,Premier League,away
2019-12-26T12:30Z,Tottenham,Brighton,Premier League,home
2019-12-26T15:00Z,Bournemouth,Arsenal,Premier League,home
2019-12-26T15:00Z,Arsenal,Bournemouth,Premier League,away
2019-12-26T15:00Z,Aston Villa,Norwich,Premier League,home
2019-12-26T15:00Z,Burnley,Everton,Premier League,away
2019-12-26T15:00Z,Chelsea,Southampton,Premier League,home
2019-12-26T15:00Z,Crystal Palace,West Ham,Premier League,home
2019-12-26T15:00Z,Everton,Burnley,Premier League,home
2019-12-26T15:00Z,West Ham,Crystal Palace,Premier League,away
2019-12-26T17:30Z,Manchester Utd,Newcastle,Premier League,home
2019-12-26T17:30Z,Newcastle,Manchester Utd,Premier League,away
2019-12-26T20:00Z,Liverpool,Leicester,Premier League,away
2019-12-27T19:45Z,Manchester City,Wolves,Premier League,away
2019-12-27T19:45Z,Wolves,Manchester City,Premier League,home
2019-12-28T12:30Z,Bournemouth,Brighton,Premier League,away
2019-12-28T12:30Z,Brighton,Bournemouth,Premier League,home
2019-12-28T15:00Z,Aston Villa,Watford,Premier League,away
2019-12-28T15:00Z,Crystal Palace,Southampton,Premier League,away
2019-12-28T15:00Z,Everton,Newcastle,Premier League,away
2019-12-28T15:00Z,Newcastle,Everton,Premier League,home
2019-12-28T17:30Z,Tottenham,Norwich,Premier League,away
2019-12-28T17:30Z,West Ham,Leicester,Premier League,home
2019-12-28T19:45Z,Burnley,Manchester Utd,Premier League,home
2019-12-28T19:45Z,Manchester Utd,Burnley,Premier League,away
2019-12-29T14:00Z,Arsenal,Chelsea,Premier League,home
2019-12-29T14:00Z,Chelsea,Arsenal,Premier League,away
2019-12-29T16:30Z,Liverpool,Wolves,Premier League,home
2019-12-29T16:30Z,Wolves,Liverpool,Premier League,away
2019-12-29T18:00Z,Manchester City,Sheffield Utd,Premier League,home
2020-01-01T12:30Z,Aston Villa,Burnley,Premier League,away
2020-01-01T12:30Z,Brighton,Chelsea,Premier League,home
2020-01-01T12:30Z,Burnley,Aston Villa,Premier League,home
2020-01-01T12:30Z,Chelsea,Brighton,Premier League,away
2020-01-01T15:00Z,Newcastle,Leicester,Premier League,home
2020-01-01T15:00Z,Tottenham,Southampton,Premier League,away
2020-01-01T15:00Z,Wolves,Watford,Premier League,away
2020-01-01T17:30Z,Bournemouth,West Ham,Premier League,away
2020-01-01T17:30Z,Crystal Palace,Norwich,Premier League,away
2020-01-01T17:30Z,Everton,Manchester City,Premier League,away
2020-01-01T17:30Z,Manchester City,Everton,Premier League,home
2020-01-01T17:30Z,West Ham,Bournemouth,Premier League,home
2020-01-01T20:00Z,Arsenal,Manchester Utd,Premier League,home
2020-01-01T20:00Z,Manchester Utd,Arsenal,Premier League,away
2020-01-02T20:00Z,Liverpool,Sheffield Utd,Premier League,home
2020-01-04T12:31Z,Burnley,Peterborough United,FA Cup,home
2020-01-04T12:31Z,Newcastle,Rochdale,FA Cup,away
2020-01-04T15:01Z,Aston Villa,Fulham,FA Cup,away
2020-01-04T15:01Z,Brentford,Stoke,FA Cup,home
2020-01-04T15:01Z,Brighton,Sheffield Wednesday,FA Cup,home
2020-01-04T15:01Z,Fulham,Aston Villa,FA Cup,home
2020-01-04T17:31Z,Bournemouth,Luton Town,FA Cup,home
2020-01-04T17:31Z,Manchester City,Port Vale,FA Cup,home
2020-01-04T17:31Z,Manchester Utd,Wolves,FA Cup,away
2020-01-04T17:31Z,Wolves,Manchester Utd,FA Cup,home
2020-01-05T14:01Z,Chelsea,Nottingham,FA Cup,home
2020-01-05T14:01Z,Crystal Palace,Derby County,FA Cup,home
2020-01-05T14:01Z,Nottingham,Chelsea,FA Cup,away
2020-01-05T14:01Z,Tottenham,Middlesbrough,FA Cup,away
2020-01-05T16:01Z,Everton,Liverpool,FA Cup,away
2020-01-05T16:01Z,Liverpool,Everton,FA Cup,home
2020-01-05T18:16Z,West Ham,Gillingham,FA Cup,away
2020-01-06T19:56Z,Arsenal,Leeds,FA Cup,home
2020-01-06T19:56Z,Leeds,Arsenal,FA Cup,away
2020-01-07T20:00Z,Manchester City,Manchester Utd,League Cup,away
2020-01-07T20:00Z,Manchester Utd,Manchester City,League Cup,home
2020-01-08T20:00Z,Aston Villa,Leicester,League Cup,away
2020-01-10T20:00Z,West Ham,Sheffield Utd,Premier League,away
2020-01-11T12:30Z,Arsenal,Crystal Palace,Premier League,away
2020-01-11T12:30Z,Crystal Palace,Arsenal,Premier League,home
2020-01-11T15:00Z,Brighton,Everton,Premier League,away
