date,team,opponent,competition,home_away
2020-01-11T15:00Z,Burnley,Chelsea,Premier League,away
2020-01-11T15:00Z,Chelsea,Burnley,Premier League,home
2020-01-11T15:00Z,Everton,Brighton,Premier League,home
2020-01-11T15:00Z,Manchester Utd,Norwich,Premier League,home
2020-01-11T15:00Z,Newcastle,Wolves,Premier League,away
2020-01-11T15:00Z,Wolves,Newcastle,Premier League,home
2020-01-11T17:30Z,Liverpool,Tottenham,Premier League,away
2020-01-11T17:30Z,Tottenham,Liverpool,Premier League,home
2020-01-12T14:00Z,Bournemouth,Watford,Premier League,home
2020-01-12T16:30Z,Aston Villa,Manchester City,Premier League,home
2020-01-12T16:30Z,Manchester City,Aston Villa,Premier League,away
2020-01-14T19:45Z,Newcastle,Rochdale,FA Cup,home
2020-01-14T20:05Z,Tottenham,Middlesbrough,FA Cup,home
2020-01-15T19:45Z,Manchester Utd,Wolves,FA Cup,home
2020-01-15T19:45Z,Wolves,Manchester Utd,FA Cup,away
2020-01-18T12:30Z,Tottenham,Watford,Premier League,away
2020-01-18T15:00Z,Bournemouth,Norwich,Premier League,away
2020-01-18T15:00Z,Arsenal,Sheffield Utd,Premier League,home
2020-01-18T15:00Z,Aston Villa,Brighton,Premier League,away
2020-01-18T15:00Z,Brighton,Aston Villa,Premier League,home
2020-01-18T15:00Z,Crystal Palace,Manchester City,Premier League,away
2020-01-18T15:00Z,Everton,West Ham,Premier League,away
2020-01-18T15:00Z,Manchester City,Crystal Palace,Premier League,home
2020-01-18T15:00Z,West Ham,Everton,Premier League,home
2020-01-18T15:00Z,Wolves,Southampton,Premier League,away
2020-01-18T17:30Z,Chelsea,Newcastle,Premier League,away
2020-01-18T17:30Z,Newcastle,Chelsea,Premier League,home
2020-01-19T14:00Z,Burnley,Leicester,Premier League,home
2020-01-19T16:30Z,Liverpool,Manchester Utd,Premier League,home
2020-01-19T16:30Z,Manchester Utd,Liverpool,Premier League,away
2020-01-21T19:30Z,Bournemouth,Brighton,Premier League,home
2020-01-21T19:30Z,Aston Villa,Watford,Premier League,home
2020-01-21T19:30Z,Brighton,Bournemouth,Premier League,away
2020-01-21T19:30Z,Crystal Palace,Southampton,Premier League,home
2020-01-21T19:30Z,Everton,Newcastle,Premier League,home
2020-01-21T19:30Z,Manchester City,Sheffield Utd,Premier League,away
2020-01-21T19:30Z,Newcastle,Everton,Premier League,away
2020-01-21T20:15Z,Arsenal,Chelsea,Premier League,away
2020-01-21T20:15Z,Chelsea,Arsenal,Premier League,home
2020-01-22T19:30Z,Tottenham,Norwich,Premier League,home
2020-01-22T19:30Z,West Ham,Leicester,Premier League,away
2020-01-22T20:15Z,Burnley,Manchester Utd,Premier League,away
2020-01-22T20:15Z,Manchester Utd,Burnley,Premier League,home
2020-01-23T20:00Z,Liverpool,Wolves,Premier League,away
2020-01-23T20:00Z,Wolves,Liverpool,Premier League,home
2020-01-25T12:45Z,Brentford,Leicester,FA Cup,home
2020-01-25T15:00Z,Burnley,Norwich,FA Cup,home
2020-01-25T15:00Z,Newcastle,Oxford United,FA Cup,home
2020-01-25T15:00Z,Tottenham,Southampton,FA Cup,away
2020-01-25T15:00Z,West Ham,West Brom,FA Cup,home
2020-01-25T17:30Z,Chelsea,Hull,FA Cup,away
2020-01-26T13:00Z,Fulham,Manchester City,FA Cup,away
2020-01-26T13:00Z,Manchester City,Fulham,FA Cup,home
2020-01-26T15:00Z,Manchester Utd,Tranmere Rovers,FA Cup,away
2020-01-26T17:00Z,Liverpool,Shrewsbury Town,FA Cup,away
2020-01-27T20:00Z,Bournemouth,Arsenal,FA Cup,home
2020-01-27T20:00Z,Arsenal,Bournemouth,FA Cup,away
2020-01-28T19:45Z,Aston Villa,Leicester,League Cup,home
2020-01-29T19:45Z,Liverpool,West Ham,Premier League,away
2020-01-29T19:45Z,Manchester City,Manchester Utd,League Cup,home
2020-01-29T19:45Z,Manchester Utd,Manchester City,League Cup,away
2020-01-29T19:45Z,West Ham,Liverpool,Premier League,home
2020-02-01T12:30Z,Chelsea,Leicester,Premier League,away
2020-02-01T15:00Z,Bournemouth,Aston Villa,Premier League,home
2020-02-01T15:00Z,Aston Villa,Bournemouth,Premier League,away
2020-02-01T15:00Z,Brighton,West Ham,Premier League,away
2020-02-01T15:00Z,Crystal Palace,Sheffield Utd,Premier League,home
2020-02-01T15:00Z,Everton,Watford,Premier League,away
2020-02-01T15:00Z,Liverpool,Southampton,Premier League,home
2020-02-01T15:00Z,Newcastle,Norwich,Premier League,home
2020-02-01T15:00Z,West Ham,Brighton,Premier League,home
2020-02-01T17:30Z,Manchester Utd,Wolves,Premier League,home
2020-02-01T17:30Z,Wolves,Manchester Utd,Premier League,away
2020-02-02T14:00Z,Arsenal,Burnley,Premier League,away
2020-02-02T14:00Z,Burnley,Arsenal,Premier League,home
2020-02-02T16:30Z,Manchester City,Tottenham,Premier League,away
2020-02-02T16:30Z,Tottenham,Manchester City,Premier League,home
2020-02-04T19:45Z,Liverpool,Shrewsbury Town,FA Cup,home
2020-02-04T20:05Z,Newcastle,Oxford United,FA Cup,away
2020-02-05T19:45Z,Tottenham,Southampton,FA Cup,home
2020-02-08T12:30Z,Crystal Palace,Everton,Premier League,away
2020-02-08T12:30Z,Everton,Crystal Palace,Premier League,home
2020-02-08T17:30Z,Brighton,Watford,Premier League,home
2020-02-09T14:00Z,Bournemouth,Sheffield Utd,Premier League,away
2020-02-14T20:00Z,Wolves,Leicester,Premier League,home
2020-02-15T12:30Z,Burnley,Southampton,Premier League,away
2020-02-15T17:30Z,Liverpool,Norwich,Premier League,away
2020-02-16T14:00Z,Aston Villa,Tottenham,Premier League,home
2020-02-16T14:00Z,Tottenham,Aston Villa,Premier League,away
2020-02-16T16:30Z,Arsenal,Newcastle,Premier League,home
2020-02-16T16:30Z,Newcastle,Arsenal,Premier League,away
2020-02-17T20:00Z,Chelsea,Manchester Utd,Premier League,home
2020-02-17T20:00Z,Manchester Utd,Chelsea,Premier League,away
2020-02-18T20:00Z,Liverpool,Atlético Madrid,Champions League,away
2020-02-19T19:30Z,Manchester City,West Ham,Premier League,home
2020-02-19T19:30Z,West Ham,Manchester City,Premier League,away
2020-02-19T20:00Z,Tottenham,RB Leipzig,Champions League,home
2020-02-20T17:55Z,Manchester Utd,Club Brugge,Europa League,away
2020-02-20T20:00Z,Arsenal,Olympiacos,Europa League,away
2020-02-20T20:00Z,Wolves,Espanyol,Europa League,home
2020-02-22T12:30Z,Chelsea,Tottenham,Premier League,home
2020-02-22T12:30Z,Tottenham,Chelsea,Premier League,away
2020-02-22T15:00Z,Bournemouth,Burnley,Premier League,away
2020-02-22T15:00Z,Aston Villa,Southampton,Premier League,away
2020-02-22T15:00Z,Brighton,Sheffield Utd,Premier League,away
2020-02-22T15:00Z,Burnley,Bournemouth,Premier League,home
2020-02-22T15:00Z,Crystal Palace,Newcastle,Premier League,home
2020-02-22T15:00Z,Newcastle,Crystal Palace,Premier League,away
2020-02-22T17:30Z,Manchester City,Leicester,Premier League,away
2020-02-23T14:00Z,Manchester Utd,Watford,Premier League,home
2020-02-23T14:00Z,Wolves,Norwich,Premier League,home
2020-02-23T16:30Z,Arsenal,Everton,Premier League,home
2020-02-23T16:30Z,Everton,Arsenal,Premier League,away
2020-02-24T20:00Z,Liverpool,West Ham,Premier League,home
2020-02-24T20:00Z,West Ham,Liverpool,Premier League,away
2020-02-25T20:00Z,Chelsea,Bayern Munich,Champions League,home
2020-02-26T20:00Z,Manchester City,Real Madrid,Champions League,away
2020-02-27T17:55Z,Wolves,Espanyol,Europa League,away
2020-02-27T20:00Z,Arsenal,Olympiacos,Europa League,home
2020-02-27T20:00Z,Manchester Utd,Club Brugge,Europa League,home
2020-02-29T12:30Z,Brighton,Crystal Palace,Premier League,home
2020-02-29T12:30Z,Crystal Palace,Brighton,Premier League,away
2020-02-29T15:00Z,Bournemouth,Chelsea,Premier League,home
2020-02-29T15:00Z,Burnley,Newcastle,Premier League,away
2020-02-29T15:00Z,Chelsea,Bournemouth,Premier League,away
2020-02-29T15:00Z,Newcastle,Burnley,Premier League,home
2020-02-29T15:00Z,West Ham,Southampton,Premier League,home
2020-02-29T17:30Z,Liverpool,Watford,Premier League,away
2020-03-01T14:00Z,Everton,Manchester Utd,Premier League,home
2020-03-01T14:00Z,Manchester Utd,Everton,Premier League,away
2020-03-01T14:00Z,Tottenham,Wolves,Premier League,home
2020-03-01T14:00Z,Wolves,Tottenham,Premier League,away
2020-03-01T16:30Z,Aston Villa,Manchester City,League Cup,home
2020-03-01T16:30Z,Manchester City,Aston Villa,League Cup,away
2020-03-02T19:45Z,Arsenal,Portsmouth,FA Cup,away
2020-03-03T19:45Z,Chelsea,Liverpool,FA Cup,home
2020-03-03T19:45Z,Liverpool,Chelsea,FA Cup,away
2020-03-03T20:00Z,Newcastle,West Brom,FA Cup,away
2020-03-04T19:45Z,Manchester City,Sheffield Wednesday,FA Cup,away
2020-03-04T19:45Z,Tottenham,Norwich,FA Cup,home
2020-03-05T19:45Z,Manchester Utd,Derby County,FA Cup,away
2020-03-07T12:30Z,Bournemouth,Liverpool,Premier League,away
2020-03-07T12:30Z,Liverpool,Bournemouth,Premier League,home
2020-03-07T15:00Z,Arsenal,West Ham,Premier League,home
2020-03-07T15:00Z,Brighton,Wolves,Premier League,away
2020-03-07T15:00Z,Crystal Palace,Watford,Premier League,home
2020-03-07T15:00Z,Newcastle,Southampton,Premier League,away
2020-03-07T15:00Z,West Ham,Arsenal,Premier League,away
2020-03-07T15:00Z,Wolves,Brighton,Premier League,home
2020-03-07T17:30Z,Burnley,Tottenham,Premier League,home
2020-03-07T17:30Z,Tottenham,Burnley,Premier League,away
2020-03-08T14:00Z,Chelsea,Everton,Premier League,home
2020-03-08T14:00Z,Everton,Chelsea,Premier League,away
2020-03-08T16:30Z,Manchester City,Manchester Utd,Premier League,away
2020-03-08T16:30Z,Manchester Utd,Manchester City,Premier League,home
2020-03-09T20:00Z,Aston Villa,Leicester,Premier League,away
2020-03-10T20:00Z,Tottenham,RB Leipzig,Champions League,away
2020-03-11T20:00Z,Liverpool,Atlético Madrid,Champions League,home
2020-03-12T17:55Z,Manchester Utd,LASK Linz,Europa League,away
2020-03-12T20:00Z,Wolves,Olympiacos,Europa League,away
2020-06-17T17:00Z,Aston Villa,Sheffield Utd,Premier League,home
2020-06-17T19:15Z,Arsenal,Manchester City,Premier League,away
2020-06-17T19:15Z,Manchester City,Arsenal,Premier League,home
2020-06-19T19:15Z,Manchester Utd,Tottenham,Premier League,away
2020-06-19T19:15Z,Tottenham,Manchester Utd,Premier League,home
2020-06-20T14:00Z,Arsenal,Brighton,Premier League,away
2020-06-20T14:00Z,Brighton,Arsenal,Premier League,home
2020-06-20T16:30Z,West Ham,Wolves,Premier League,home
2020-06-20T16:30Z,Wolves,West Ham,Premier League,away
2020-06-20T18:45Z,Bournemouth,Crystal Palace,Premier League,home
2020-06-20T18:45Z,Crystal Palace,Bournemouth,Premier League,away
2020-06-21T13:00Z,Newcastle,Sheffield Utd,Premier League,home
2020-06-21T15:15Z,Aston Villa,Chelsea,Premier League,home
2020-06-21T15:15Z,Chelsea,Aston Villa,Premier League,away
2020-06-21T18:00Z,Everton,Liverpool,Premier League,home
2020-06-21T18:00Z,Liverpool,Everton,Premier League,away
2020-06-22T19:00Z,Burnley,Manchester City,Premier League,away
2020-06-22T19:00Z,Manchester City,Burnley,Premier League,home
2020-06-23T17:00Z,Brighton,Leicester,Premier League,away
2020-06-23T19:15Z,Tottenham,West Ham,Premier League,home
2020-06-23T19:15Z,West Ham,Tottenham,Premier League,away
2020-06-24T17:00Z,Bournemouth,Wolves,Premier League,away
2020-06-24T17:00Z,Aston Villa,Newcastle,Premier League,away
2020-06-24T17:00Z,Everton,Norwich,Premier League,away
2020-06-24T17:00Z,Manchester Utd,Sheffield Utd,Premier League,home
2020-06-24T17:00Z,Newcastle,Aston Villa,Premier League,home
2020-06-24T17:00Z,Wolves,Bournemouth,Premier League,home
2020-06-24T19:15Z,Crystal Palace,Liverpool,Premier League,away
2020-06-24T19:15Z,Liverpool,Crystal Palace,Premier League,home
2020-06-25T17:00Z,Arsenal,Southampton,Premier League,away
2020-06-25T17:00Z,Burnley,Watford,Premier League,home
2020-06-25T19:15Z,Chelsea,Manchester City,Premier League,home
2020-06-25T19:15Z,Manchester City,Chelsea,Premier League,away
2020-06-27T11:30Z,Aston Villa,Wolves,Premier League,home
2020-06-27T11:30Z,Wolves,Aston Villa,Premier League,away
2020-06-27T16:30Z,Manchester Utd,Norwich,FA Cup,away
2020-06-28T12:00Z,Arsenal,Sheffield Utd,FA Cup,away
2020-06-28T15:00Z,Chelsea,Leicester,FA Cup,away
2020-06-28T17:30Z,Manchester City,Newcastle,FA Cup,away
2020-06-28T17:30Z,Newcastle,Manchester City,FA Cup,home
2020-06-29T19:00Z,Burnley,Crystal Palace,Premier League,away
2020-06-29T19:00Z,Crystal Palace,Burnley,Premier League,home
2020-06-30T19:15Z,Brighton,Manchester Utd,Premier League,home
2020-06-30T19:15Z,Manchester Utd,Brighton,Premier League,away
2020-07-01T17:00Z,Bournemouth,Newcastle,Premier League,home
2020-07-01T17:00Z,Arsenal,Norwich,Premier League,home
2020-07-01T17:00Z,Everton,Leicester,Premier League,home
2020-07-01T17:00Z,Newcastle,Bournemouth,Premier League,away
2020-07-01T19:15Z,Chelsea,West Ham,Premier League,away
2020-07-01T19:15Z,West Ham,Chelsea,Premier League,home
2020-07-02T17:00Z,Tottenham,Sheffield Utd,Premier League,away
2020-07-02T19:15Z,Liverpool,Manchester City,Premier League,away
2020-07-02T19:15Z,Manchester City,Liverpool,Premier League,home
2020-07-04T11:30Z,Brighton,Norwich,Premier League,away
2020-07-04T14:00Z,Bournemouth,Manchester Utd,Premier League,away
2020-07-04T14:00Z,Crystal Palace,Leicester,Premier League,away
2020-07-04T14:00Z,Manchester Utd,Bournemouth,Premier League,home
2020-07-04T16:30Z,Arsenal,Wolves,Premier League,away
2020-07-04T16:30Z,Wolves,Arsenal,Premier League,home
2020-07-04T19:00Z,Chelsea,Watford,Premier League,home
2020-07-05T11:00Z,Burnley,Sheffield Utd,Premier League,home
2020-07-05T13:15Z,Newcastle,West Ham,Premier League,home
2020-07-05T13:15Z,West Ham,Newcastle,Premier League,away
2020-07-05T15:30Z,Aston Villa,Liverpool,Premier League,away
2020-07-05T15:30Z,Liverpool,Aston Villa,Premier League,home
2020-07-05T18:00Z,Manchester City,Southampton,Premier League,away
2020-07-06T19:00Z,Everton,Tottenham,Premier League,away
2020-07-06T19:00Z,Tottenham,Everton,Premier League,home
2020-07-07T17:00Z,Chelsea,Crystal Palace,Premier League,away
2020-07-07T17:00Z,Crystal Palace,Chelsea,Premier League,home
2020-07-07T19:15Z,Arsenal,Leicester,Premier League,home
2020-07-08T17:00Z,Burnley,West Ham,Premier League,away
2020-07-08T17:00Z,Manchester City,Newcastle,Premier League,home
2020-07-08T17:00Z,Newcastle,Manchester City,Premier League,away
2020-07-08T17:00Z,West Ham,Burnley,Premier League,home
2020-07-08T17:00Z,Wolves,Sheffield Utd,Premier League,away
2020-07-08T19:15Z,Brighton,Liverpool,Premier League,home
2020-07-08T19:15Z,Liverpool,Brighton,Premier League,away
2020-07-09T17:00Z,Bournemouth,Tottenham,Premier League,home
2020-07-09T17:00Z,Everton,Southampton,Premier League,home
2020-07-09T17:00Z,Tottenham,Bournemouth,Premier League,away
2020-07-09T19:15Z,Aston Villa,Manchester Utd,Premier League,home
2020-07-09T19:15Z,Manchester Utd,Aston Villa,Premier League,away
2020-07-11T11:30Z,Newcastle,Watford,Premier League,away
2020-07-11T11:30Z,West Ham,Norwich,Premier League,away
2020-07-11T14:00Z,Burnley,Liverpool,Premier League,away
2020-07-11T14:00Z,Liverpool,Burnley,Premier League,home
2020-07-11T16:30Z,Chelsea,Sheffield Utd,Premier League,away
2020-07-11T19:00Z,Brighton,Manchester City,Premier League,home
2020-07-11T19:00Z,Manchester City,Brighton,Premier League,away
2020-07-12T11:00Z,Everton,Wolves,Premier League,away
2020-07-12T11:00Z,Wolves,Everton,Premier League,home
2020-07-12T13:15Z,Aston Villa,Crystal Palace,Premier League,home
2020-07-12T13:15Z,Crystal Palace,Aston Villa,Premier League,away
2020-07-12T15:30Z,Arsenal,Tottenham,Premier League,away
2020-07-12T15:30Z,Tottenham,Arsenal,Premier League,home
2020-07-12T18:00Z,Bournemouth,Leicester,Premier League,home
2020-07-13T19:00Z,Manchester Utd,Southampton,Premier League,home
2020-07-14T19:15Z,Chelsea,Norwich,Premier League,home
2020-07-15T17:00Z,Bournemouth,Manchester City,Premier League,away
2020-07-15T17:00Z,Burnley,Wolves,Premier League,home
2020-07-15T17:00Z,Manchester City,Bournemouth,Premier League,home
2020-07-15T17:00Z,Newcastle,Tottenham,Premier League,home
2020-07-15T17:00Z,Tottenham,Newcastle,Premier League,away
2020-07-15T17:00Z,Wolves,Burnley,Premier League,away
2020-07-15T19:15Z,Arsenal,Liverpool,Premier League,home
2020-07-15T19:15Z,Liverpool,Arsenal,Premier League,away
2020-07-16T17:00Z,Aston Villa,Everton,Premier League,away
2020-07-16T17:00Z,Everton,Aston Villa,Premier League,home
2020-07-16T19:15Z,Brighton,Southampton,Premier League,away
2020-07-16T19:15Z,Crystal Palace,Manchester Utd,Premier League,home
2020-07-16T19:15Z,Manchester Utd,Crystal Palace,Premier League,away
2020-07-17T19:00Z,West Ham,Watford,Premier League,home
2020-07-18T16:30Z,Burnley,Norwich,Premier League,away
2020-07-18T18:45Z,Arsenal,Manchester City,FA Cup,home
2020-07-18T18:45Z,Manchester City,Arsenal,FA Cup,away
2020-07-19T13:00Z,Bournemouth,Southampton,Premier League,home
2020-07-19T15:00Z,Tottenham,Leicester,Premier League,home
2020-07-19T17:00Z,Chelsea,Manchester Utd,FA Cup,away
2020-07-19T17:00Z,Manchester Utd,Chelsea,FA Cup,home
2020-07-20T17:00Z,Brighton,Newcastle,Premier League,home
2020-07-20T17:00Z,Everton,Sheffield Utd,Premier League,away
2020-07-20T17:00Z,Newcastle,Brighton,Premier League,away
2020-07-20T19:15Z,Crystal Palace,Wolves,Premier League,away
2020-07-20T19:15Z,Wolves,Crystal Palace,Premier League,home
2020-07-21T17:00Z,Manchester City,Watford,Premier League,away
2020-07-21T19:15Z,Arsenal,Aston Villa,Premier League,away
2020-07-21T19:15Z,Aston Villa,Arsenal,Premier League,home
2020-07-22T17:00Z,Manchester Utd,West Ham,Premier League,home
2020-07-22T17:00Z,West Ham,Manchester Utd,Premier League,away
2020-07-22T19:15Z,Chelsea,Liverpool,Premier League,away
2020-07-22T19:15Z,Liverpool,Chelsea,Premier League,home
2020-07-26T15:00Z,Bournemouth,Everton,Premier League,away
2020-07-26T15:00Z,Arsenal,Watford,Premier League,home
2020-07-26T15:00Z,Aston Villa,West Ham,Premier League,away
2020-07-26T15:00Z,Brighton,Burnley,Premier League,away
2020-07-26T15:00Z,Burnley,Brighton,Premier League,home
2020-07-26T15:00Z,Chelsea,Wolves,Premier League,home
2020-07-26T15:00Z,Crystal Palace,Tottenham,Premier League,home
2020-07-26T15:00Z,Everton,Bournemouth,Premier League,home
2020-07-26T15:00Z,Liverpool,Newcastle,Premier League,away
2020-07-26T15:00Z,Manchester City,Norwich,Premier League,home
2020-07-26T15:00Z,Manchester Utd,Leicester,Premier League,away
2020-07-26T15:00Z,Newcastle,Liverpool,Premier League,home
2020-07-26T15:00Z,Tottenham,Crystal Palace,Premier League,away
2020-07-26T15:00Z,West Ham,Aston Villa,Premier League,home
2020-07-26T15:00Z,Wolves,Chelsea,Premier League,away
2020-08-01T16:30Z,Arsenal,Chelsea,FA Cup,home
2020-08-01T16:30Z,Chelsea,Arsenal,FA Cup,away
2020-08-05T19:00Z,Manchester Utd,LASK Linz,Europa League,home
2020-08-06T19:00Z,Wolves,Olympiacos,Europa League,home
2020-08-07T19:00Z,Manchester City,Real Madrid,Champions League,home
2020-08-08T19:00Z,Chelsea,Bayern Munich,Champions League,away
2020-08-10T19:00Z,Manchester Utd,F.C. København,Europa League,home
2020-08-11T19:00Z,Wolves,Sevilla,Europa League,home
2020-08-15T19:00Z,Manchester City,Lyon,Champions League,home
2020-08-16T19:00Z,Manchester Utd,Sevilla,Europa League,away
